Shunichi,RHYTHM INTERACTION SYSTEM BASED ON RHYTHM ASSOCIATION,"['Kasahara, Shunichi', ' Yamaguchi, Tomoyuki', ' Saegusa, Ryo', ' Hashimoto, Shuji']"
Diemo,MUSICAL APPLICATIONS OF REAL-TIME CORPUS-BASED CONCATENATIVE SYNTHESIS,"['Schwarz, Diemo', ' Britton, Sam', ' Cahen, Roland', ' Goepfer, Thomas']"
Solvi,PERCEPTUAL CATEGORIZATION OF MOVING SOUNDS FOR SYNTHESIS APPLICATIONS,"['Merer, Adrien', ' Ystad, Solvi', ' Kronland-Martinet, Richard', ' Aramaki, Mitsuko', ' Besson, Mireille', ' Velay, Jean-Luc']"
Tzimeas,A GA Tool for Computer Assisted Music Composition,"['Dimitrios, Tzimeas', ' Mangina, Eleni']"
Goffredo,PETRI NETS APPLICABILITY TO MUSIC ANALYSIS AND COMPOSITION,"['Barat\xc3\xa8, Adriano', ' Haus, Goffredo', ' Ludovico, Luca A.']"
Godfried,AN EXPERIMENTAL COMPARISON OF FORMAL MEASURES OF RHYTHMIC SYNCOPATION,"['G\xc3\xb3mez, Franciso', ' Thul, Eric', ' Toussaint, Godfried']"
Naotoshi,GENESYNTH: NOISE BAND-BASED GENETIC ALGORITHM ANALYSIS/SYNTHESIS FRAMEWORK,"['Chinen, Michael', ' Osaka, Naotoshi']"
Diemo,HOW MUSICAL ARE IMAGES? FROM SOUND REPRESENTATION TO IMAGE SONIFICATION: AN ECO SYSTEMIC APPROACH,"['Thiebaut, Jean-Baptiste', ' Bello, Juan Pablo', ' Schwarz, Diemo']"
Chih-Fang,DEVELOPING CHINESE STYLE ALGORITHMIC COMPOSITION USING MARKOV CHAINS ‒ FROM THE CLASSICAL CHINESE-POETRY PERSPECTIVE,"['Ren, Jenny', ' Winsor, Phil', ' Huang, Chih-Fang']"
Benoît,PERFORMANCE CONTROL OF A FLUTE PHYSICAL MODEL USING FUZZY LOGIC,"['de la Cuadra, Patricio', ' C\xc3\xa1diz, Rodrigo F.', ' Fabre, Beno\xc3\xaet', ' Montgermont, Nicolas']"
Mattieu,A HAND DRUMMING DATASET FOR PHYSICAL MODELING,"['Jones, Randy', ' Lagrange, Mattieu', ' Schloss, Andrew']"
Zhiyao,EXCITATION SIGNAL EXTRACTION FOR GUITAR TONES,"['Lee, Nelson', ' Duan, Zhiyao', ' Smith III, Julius O.']"
Haizhou,ON TIMBRE BASED PERCEPTUAL FEATURE FOR SINGER IDENTIFICATION,"['Khine, Swe Zin Kalayar', ' Nwe, Tin Lay', ' Li, Haizhou']"
Eunsu,APPLICATIONS OF ULTRASONIC SOUND BEAMS IN PERFORMANCE AND SOUND ART,"['Pampin, Juan', ' Kollin, Joel S.', ' Kang, Eunsu']"
Diemo,PANEL: THE NEED OF FORMATS FOR STREAMING AND STORING MUSIC-RELATED MOVEMENT AND GESTURE DATA,"['Jensenius, Alexander Refsum', ' Camurri, Antonio', ' Castagn\xc3\xa9, Nicolas', ' Maestre, Esteban', ' Malloch, Joseph', ' McGilvray, Douglas', ' Schwarz, Diemo', ' Wright, Matthew']"
Smilen,"COMBINING DJ SCRATCHING, TANGIBLE INTERFACES AND A PHYSICS-BASED MODEL OF FRICTION SOUNDS","['Hansen, Kjetil F.', ' Alonso, Marcos', ' Dimitrov, Smilen']"
Diemo,THE 3D AUGMENTED MIRROR: MOTION ANALYSIS FOR STRING PRACTICE TRAINING,"['Ng, Kia', ' Larkin, Oliver', ' Koerselman, Thijs', ' Ong, Bee', ' Schwarz, Diemo', ' Bevilacqua, Frederic']"
Morwaread,COMPOSING WITH HYPERSCORE: AN INTUITIVE INTERFACE FOR VISUALIZING MUSICAL STRUCTURE,"['Farbood, Morwaread', ' Kaufman, Henry', ' Jennings, Kevin']"
Ryoho,A MUSICAL FRAMEWORK WITH SWARMING ROBOTS,"['Uozumi, Yuta', ' Takahashi, Masato', ' Kobayashi, Ryoho']"
Henbing,SCORE-BASED CONTROL OF GUQIN SYNTHESIS,"['Laurson, Mikael', ' Kuuskankare, Mika', ' Penttinen, Henri', ' Li, Henbing']"
Plácido,"HARMONIC, MELODIC, AND FUNCTIONAL AUTOMATIC ANALYSIS","['Illescas, Pl\xc3\xa1cido R.', ' Rizo, David', ' I\xc3\xb1esta, Jos\xc3\xa9 M.']"
Chikashi,INTRODUCTION OF DIPS3 (VERSION 2) FOR MAX/MSP,"['Rai, Takayuki', ' Miyama, Chikashi', ' Matsuda, Shu', ' Hamano, Takayuki', ' Fukuda, Takuto', ' Morimoto, Yota']"
Munetatsu,RECOGNITION OF PHYSICAL MOTION PATTERN USING STOCHASTIC PETRI NETS FOR SOUND SYNTHESIS,"['Go, Munetatsu', ' Osaka, Naotoshi']"
Naotoshi,RECOGNITION OF PHYSICAL MOTION PATTERN USING STOCHASTIC PETRI NETS FOR SOUND SYNTHESIS,"['Go, Munetatsu', ' Osaka, Naotoshi']"
Barkin,THE CARNEGIE MELLON LAPTOP ORCHESTRA,"['Dannenberg, Roger B.', ' Cavaco, Sofia', ' Ang, Eugene', ' Avramovic, Igor', ' Aygun, Barkin', ' Baek, Jinwook', ' Barndollar, Eric', ' Duterte, Daniel', ' Grafton, Jeffrey', ' Hunter, Robert', ' Jackson, Chris', ' Kurokawa, Umpei', ' Makuck, Daren', ' Mierzejewski, Timothy', ' Rivera, Michael', ' Torres, Dennis', ' Yu, Apphia']"
Jinwook,THE CARNEGIE MELLON LAPTOP ORCHESTRA,"['Dannenberg, Roger B.', ' Cavaco, Sofia', ' Ang, Eugene', ' Avramovic, Igor', ' Aygun, Barkin', ' Baek, Jinwook', ' Barndollar, Eric', ' Duterte, Daniel', ' Grafton, Jeffrey', ' Hunter, Robert', ' Jackson, Chris', ' Kurokawa, Umpei', ' Makuck, Daren', ' Mierzejewski, Timothy', ' Rivera, Michael', ' Torres, Dennis', ' Yu, Apphia']"
Apphia,THE CARNEGIE MELLON LAPTOP ORCHESTRA,"['Dannenberg, Roger B.', ' Cavaco, Sofia', ' Ang, Eugene', ' Avramovic, Igor', ' Aygun, Barkin', ' Baek, Jinwook', ' Barndollar, Eric', ' Duterte, Daniel', ' Grafton, Jeffrey', ' Hunter, Robert', ' Jackson, Chris', ' Kurokawa, Umpei', ' Makuck, Daren', ' Mierzejewski, Timothy', ' Rivera, Michael', ' Torres, Dennis', ' Yu, Apphia']"
Zhiye,FEATURE MODULATION SYNTHESIS (FMS),"['Park, Tae Hong', ' Biguenet, Jonathan', ' Li, Zhiye', ' Richardson, Conner', ' Scharr, Travis']"
Sever,"MANIFOLD COMPOSITIONS: FORMAL CONTROL, INTUITION, AND THE CASE FOR COMPREHENSIVE SOFTWARE.","['Tipei, Sever']"
Yi-Tso,THE METHODOLOGY AND RESEARCH OF THE INTERACTIVE INTERMEDIA ART USING THE GYROSCOPE SENSOR FOR SOUND AND VISION,"['Chen, Yi-Tso', ' Huang, Chih-Fang']"
Chih-Fang,THE METHODOLOGY AND RESEARCH OF THE INTERACTIVE INTERMEDIA ART USING THE GYROSCOPE SENSOR FOR SOUND AND VISION,"['Chen, Yi-Tso', ' Huang, Chih-Fang']"
Jehan-Julien,VIRTUAL OBJECTS AS MEDIATION BETWEEN SONIC TEXTURES AND INTERACTIVE GESTURES,"['Filatriau, Jehan-Julien', ' Arfib, Daniel', ' Glowinski, Donald', ' Volpe, Gualtiero']"
Yoshinari,Design and Implementation of a Real-Time Fingering Detection System for Piano Performance,"['Takegawa, Yoshinari', ' Terada, Tsutomu', ' Nishio, Shojiro']"
Shojiro,Design and Implementation of a Real-Time Fingering Detection System for Piano Performance,"['Takegawa, Yoshinari', ' Terada, Tsutomu', ' Nishio, Shojiro']"
Damián,Exploring Cognitive Process Through Music Composition,"['Lockhart, Adam', ' Keller, Dami\xc3\xa1n']"
Kyogu,Automatic Chord Recognition from Audio Using Enhanced Pitch Class Profile,"['Lee, Kyogu']"
Suguro,"An Application of The System, ""BodySuit"" and ""RoboticMusic"" - Its Introduction and Aesthetics","['Goto, Suguro']"
Lonce,Real-time synchronization of independently controlled phasors,"['Wyse, Lonce']"
Min-Joon,Musical Tension Curves and its Applications,"['Yoo, Min-Joon', ' Lee, In-Kwon']"
In-Kwon,Musical Tension Curves and its Applications,"['Yoo, Min-Joon', ' Lee, In-Kwon']"
Takefumi,Score Following of Orchestral Music Using Acoustic Pressure Peak-Tracking and Linear Stretch Matching,"['Miura, Takefumi', ' Akabane, Ayumu', ' Sato, Makoto', ' Tsuda, Takao', ' Inoue, Seiki']"
Ayumu,Score Following of Orchestral Music Using Acoustic Pressure Peak-Tracking and Linear Stretch Matching,"['Miura, Takefumi', ' Akabane, Ayumu', ' Sato, Makoto', ' Tsuda, Takao', ' Inoue, Seiki']"
Takao,Score Following of Orchestral Music Using Acoustic Pressure Peak-Tracking and Linear Stretch Matching,"['Miura, Takefumi', ' Akabane, Ayumu', ' Sato, Makoto', ' Tsuda, Takao', ' Inoue, Seiki']"
Henkjan,Evaluating and Extending Computational Models of Rhythmic Syncopation in Music,"['Smith, Leigh M.', ' Honing, Henkjan']"
Ryoho,Squawk: A Graphical Software for Spectral Audio Processing,"['Kobayashi, Ryoho']"
Henkjan,TIMING IS TEMPO-SPECIFIC,"['Honing, Henkjan']"
