,AllAuthors,FirstName1stAuthor,Gender,Place,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,Gender2,FirstName3rdAuthor,Gender3,FirstName4thAuthor,Gender4,FirstName5thAuthor,Gender5,FirstName6thAuthor,Gender6,FirstName7thAuthor,Gender7,FirstName8thAuthor,Gender8,FirstName9thAuthor,Gender9,FirstName10thAuthor,Gender10,FirstName11thAuthor,Gender11,FirstName12thAuthor,Gender12,FirstName13thAuthor,Gender13,FirstName14thAuthor,Gender14,FirstName15thAuthor,Gender15,FirstName16thAuthor,Gender16,FirstName17thAuthor,Gender17,Probability1,Probability2,Probability3,Probability4,Probability5,Probability6,Probability7,Probability8,Probability9,Probability10,Probability11,Probability12,Probability13,Probability14,Probability15,Probability16,Probability17
707,"Wook Kim, Jong; Essl, Georg",Jong,male,UK,2011,2,Concepts and Practical Considerations of Platform-Independent Design of Mobile Music Environments,ICMC,Georg,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
708,"Sanan, Patrick",Patrick,male,UK,2011,1,Sound Synthesis with a New Elasticity Model,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
709,"Kurosawa, Yoshifumi; Suzuki, Kenji",Yoshifumi,male,USA,2010,2,Robot-Assisted Playing With Fingering Support For A Saxophone,ICMC,Kenji,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.96,,,,,,,,,,,,,,,
710,"Park, Si Hwa; Kim, Seunghung; Lee, Samuel",Si,female,USA,2010,3,Composition With Path : Musical Sonification Of Geo- Referenced Data With Online Map Interface,ICMC,Seunghung,None,Samuel,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,None,1.0,,,,,,,,,,,,,,
711,"Sanden, Chris; Befus, Chad R.",Chris,male,USA,2010,2,Perception Based Multi-Genre Labeling On Music Data,ICMC,Chad,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,1.0,,,,,,,,,,,,,,,
712,"Cicconet, Marcelo; Carvalho, Paolo Cezar; Velho, Luiz",Marcelo,male,USA,2010,3,On Bimodal Guitar-Chord Recognition,ICMC,Paolo,male,Luiz,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,0.99,,,,,,,,,,,,,,
713,"Befus, Chad; Sanden, Chris; Zhang, John Z.",Chad,male,USA,2010,3,Pyschoacoustic Feature Based Perceptual Segmentation,ICMC,Chris,male,John,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.93,0.99,,,,,,,,,,,,,,
714,"Nuono, Gilbert",Gilbert,male,USA,2010,1,"Business Model, For Violin, Cello And Live Electronic",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
715,"Belet, Brian; Ruppenthal, Stephan",Brian,male,USA,2010,2,"System Of Shadows, An Interactive Performance Environment For Trumpet/Flugelhorn And Kyma",ICMC,Stephan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
716,"Trueman, Daniel",Daniel,male,USA,2010,1,Clapping Machine Music Variations: A Composition For Acoustic/Laptop Ensemble,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
717,"Thalmann, Florian; Mazzola, Guerino",Florian,male,USA,2010,2,Gestural Shaping And Transformation In A Universal Space Of Structure And Sound,ICMC,Guerino,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
718,"Hollinger, Avrum; Thibodeau, Joseph; Wanderley, Marcelo M.",Avrum,male,USA,2010,3,An Embedded Hardware Platform For Fungible Interfaces,ICMC,Joseph,male,Marcelo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,1.0,,,,,,,,,,,,,,
719,"Jones, Daniel; D'inverno, Mark",Daniel,male,USA,2010,2,Forest Fire Dynamics In Sonic Organisation,ICMC,Mark,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
720,"Maestre, Esteban; Pérez, Alfonso; Ramírez, Rafael",Esteban,male,USA,2010,3,Gesture Sampling For Instrumental Sound Synthesis: Violin Bowing As A Case Study,ICMC,Alfonso,male,Rafael,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
721,"Mclaughlin,  Scott; Tremblay,  Pierre Alexandra",Scott,male,USA,2010,2,Spectralconway: Cellular Automata Off The Grid,ICMC,Pierre,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,,,,,,,,,,,,,,,
722,"Einbond, Aaron; Schwarz, Diemo",Aaron,male,USA,2010,2,Spatializing Timbre With Corpus-Based Concatenative Synthesis,ICMC,Diemo,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,None,,,,,,,,,,,,,,,
723,"Schwarz, Diemo; Schnell, Norbert",Diemo,None,USA,2010,2,A Modular Sound Descriptor Analysis Framework For Relaxed-Real-Time Applications,ICMC,Norbert,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,,,,,,,,,,,,,,,
724,"Bertin, Claudio; Cadiz, Rodrigo; De La Cuadra, Patricio; De Ioannes, Gabriel; Sylleros, Alvaro",Claudio,male,USA,2010,5,The Arcontinuo: A Performed-Centered Electronic Musical Instrument,ICMC,Rodrigo,male,Patricio,male,Gabriel,male,Alvaro,male,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.99,0.99,1.0,,,,,,,,,,,,
725,"Diakopoulos, Dimitri; Kapur, Ajay",Dimitri,male,USA,2010,2,Argos: An Open Source Application For Building Multi- Touch Musical Interfaces,ICMC,Ajay,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,,,,,,,,,,,,,,,
726,"Gibson,  Ian; Davey, Matthew",Ian,male,USA,2010,2,"A Wireless, Real-Time, Social Music Performance System For Mobile Phones",ICMC,Matthew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,,,,,,,,,,,,,,,
727,"Baltazar, Andrés; Guedes, Carlo; Pennycook, Bruce; Gouyon, Fabien",Andrés,male,USA,2010,4,A Real-Time Human Body Skeletonization Algorithm For Max/Msp/Jitter,ICMC,Carlo,male,Bruce,male,Fabien,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,1.0,1.0,,,,,,,,,,,,,
728,"Vigliensoni, Gabriel; Wanderley, Marcelo M.",Gabriel,male,USA,2010,2,Soundcatcher: Explorations In Audio-Looping And Time-Freezing Using An Open-Air Gestural Controller,ICMC,Marcelo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,,,,,,,,,,,,,,,
729,"Bailey, Sam; Scott, Adam; Wright, Harry; Symonds, Ian; Ng, Kia",Sam,male,USA,2010,5,Eye.Breathe.Music: A Multimeadia Controller That Uses Eye Movement And Breathing,ICMC,Adam,male,Harry,male,Ian,male,Kia,female,,,,,,,,,,,,,,,,,,,,,,,,,0.76,1.0,0.99,0.99,0.95,,,,,,,,,,,,
730,"Van Nort, Doug; Oliveros, Pauline; Braasch, Jonas",Doug,male,USA,2010,3,Developing Systems For Improvisation Based On Listening,ICMC,Pauline,female,Jonas,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
731,"Stewart, D. Andrew",Andrew,male,USA,2010,1,Vigorous Music-Making: The Inherent “Liveliness” Of A T-Stick Instrumentalist,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
732,"Leslie, Grace; Schwarz, Diemo; Warusfel, Olivier; Bevilacqua, Frederic; Zambolin, Bruno; Jodlowski, Pierre; Schnell, Norbert",Grace,female,USA,2010,7,"Grainstick: A Collaborative, Interactive Sound Installation",ICMC,Diemo,None,Olivier,male,Frederic,male,Bruno,male,Pierre,male,Norbert,male,,,,,,,,,,,,,,,,,,,,,0.99,None,0.99,1.0,1.0,0.99,1.0,,,,,,,,,,
733,"Raffel, Colin; Kruge, Nick; Douglas, Diane; Berdahl, Edgar; Ju, Wendy",Colin,male,USA,2010,5,The Lattice Harp: A New Hybrid Instrument And Controller,ICMC,Nick,male,Diane,female,Edgar,male,Wendy,female,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,1.0,0.99,,,,,,,,,,,,
734,"Glennon, Aron; Didkovski, Nick",Aron,male,USA,2010,2,The Timestruct Toolkit: Imposing Temporal Structure In Max,ICMC,Nick,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.99,,,,,,,,,,,,,,,
735,"Fiebrink, Rebecca; Trueman, Daniel; Britt, Cameron; Nagai, Michelle; Kaczmarek, Konrad; Early, Michael; Daniel, MR; Hege, Anne; Cook, Perry",Rebecca,female,USA,2010,9,Toward Understanding Human-Computer Interaction In Composing The Instrument,ICMC,Daniel,male,Cameron,male,Michelle,female,Konrad,male,Michael,male,MR,None,Anne,female,Perry,male,,,,,,,,,,,,,,,,,1.0,1.0,0.94,1.0,1.0,1.0,None,1.0,0.94,,,,,,,,
736,"Ciglar, Miha",Miha,male,USA,2010,1,Tactile Feedback Based On Acoustic Pressure Waves,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,
737,"Dannenberg, Roger; Kotcher, Robert",Roger,male,USA,2010,2,Aurafx: A Simple And Flexible Approach To Interactive Audio Effect-Based Composition And Performance,ICMC,Robert,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
738,"Coia, Corrado; Ross, Brian",Corrado,male,USA,2010,2,User-Guided Evolution Of Granular Synthesis,ICMC,Brian,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
739,"Place, Timothy; Lossius, Trond; Peters, Nils",Timothy,male,USA,2010,3,A Flexible And Dynamic C++ Framework And Library For Digital Audio Signal Processing,ICMC,Trond,male,Nils,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.99,,,,,,,,,,,,,,
740,"Türkheim, Friedrich V.; Smit, Thorsten; Mores, Robert",Friedrich,male,USA,2010,3,A Semi-Virtual Violin For Investigations Into Sound Quality And Musician-Instrument Interaction,ICMC,Thorsten,male,Robert,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
741,"Wagner, Chad",Chad,male,USA,2010,1,Dynamic Playlist Generation: A Case Study,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
742,"Smith, Leigh",Leigh,female,USA,2010,1,Rhythmic Similarity Using Metrical Profile Matching,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,
743,"Libeks, Janis; Turnbull, Douglas",Janis,female,USA,2010,2,Exploring “Artist Image” Using Content-Based Analysis Of Promotional Photos,ICMC,Douglas,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,1.0,,,,,,,,,,,,,,,
744,"Rocher, Thomas; Robine, Matthias; Hanna, Pierre",Thomas,male,USA,2010,3,A Survey Of Chord Distances With Comparison For Chord Analysis,ICMC,Matthias,male,Pierre,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.99,,,,,,,,,,,,,,
745,"Onuma, Sho; Hamanaka, Masatoshi",Sho,male,USA,2010,2,Piano Arrangement System Based On Composers' Arrangement Processes,ICMC,Masatoshi,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,1.0,,,,,,,,,,,,,,,
746,"Loviscach, Joern",Joern,male,USA,2010,1,Spectral Synthesis Of Rhythms,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
747,"Park, Tae Hong; Hyman, David; Leonard, Peter; Wu, Wen",Tae,male,USA,2010,4,Systematic And Quantative Electro-Acoustic Music Analysis (Sqema),ICMC,David,male,Peter,male,Wen,female,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,1.0,1.0,0.77,,,,,,,,,,,,,
748,"Faerber, Peter; Kocher, Philippe",Peter,male,USA,2010,2,The Mobile Ambisonics Equiptment Of The ICST,ICMC,Philippe,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,,,,,,,,,,,,,,,
749,"Helmuth, Mara; Hyun Jun, Jung; Oliveira, Talmai; Mostafa, Ahmad; Shiota, Kazuaki; Mishra, Amitabh; Agrawal, Dharma",Mara,female,USA,2010,7,"Wireless Sensor Networks And Computer Music, Dance And Installation Implementations",ICMC,Jung,female,Talmai,None,Ahmad,male,Kazuaki,male,Amitabh,male,Dharma,male,,,,,,,,,,,,,,,,,,,,,0.96,0.81,None,0.99,1.0,1.0,0.67,,,,,,,,,,
750,"Loviscach, Joern",Joern,male,USA,2010,1,The Show Must Go On: Dependable Audio Computing,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
751,"Ariza, Christopher; Cuthbert, Michael Scott",Christopher,male,USA,2010,2,"Modeling Beats, Accents, Beams, And Time Signatures Hierarchically With Music21 Meter Objects",ICMC,Michael,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
752,"Brent, William",William,male,USA,2010,1,A Timbre Analysis And Classification Toolkit For Pure Data,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
753,"Nakra, Teresa; Tilden, Daniel; Salgian, Andrea",Teresa,female,USA,2010,3,Improving Upon Musical Analyses Of Conducting Gestures Using Computer Vision,ICMC,Daniel,male,Andrea,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.79,,,,,,,,,,,,,,
754,"Blake, Thom; Fell, Mark; Myatt, Tony; Worth, Peter",Thom,male,USA,2010,4,Yasunao Tone And MP3 Deviation,ICMC,Mark,male,Tony,male,Peter,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,1.0,1.0,,,,,,,,,,,,,
755,"Ignacio, José; Ramirez-Gastón, López",José,male,USA,2010,2,Technological Advantage For The Sound Arts: Border Politics,ICMC,López,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,None,,,,,,,,,,,,,,,
756,"Baalman, Marije A.J.; De Belleval, Vincent; Malloch, Joseph; Thibodeau, Joseph",Marije,female,USA,2010,4,"Sense/Stage - Low Cost, Open Source Wireless Sensor Infrastructure For Live Performance And Interactive, Real-Time Environments",ICMC,Vincent,male,Joseph,male,Joseph,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.99,0.99,,,,,,,,,,,,,
757,"Puckette, Miller",Miller,male,USA,2010,1,Grafting Synthesis Patches Onto Live Musical Instruments,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,
758,"Caetano, Marcelo; Rodet, Xavier",Marcelo,male,USA,2010,2,Automatic Timbral Morphing Of Musical Instruments Sounds By High-Level Descriptors,ICMC,Xavier,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,,,,,,,,,,,,,,,
759,"Queiroz, Marcelo; De Sousa, Gustavo H. M.",Marcelo,male,USA,2010,2,Structured IIR Models For HRTF Interpolation,ICMC,Gustavo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
760,"Essl, Georg",Georg,male,USA,2010,1,Urmus - An Environment For Mobile Instrument Design And Performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
761,"Myatt, Tony; Larkin, Oliver; Malham, Dave",Tony,male,USA,2010,3,"Studio Report: Music Research Centre, Department Of Music, University Of York",ICMC,Oliver,male,Dave,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,1.0,,,,,,,,,,,,,,
762,"Cont, Arshia; Gerzso, Andrew",Arshia,female,USA,2010,2,The 'C' Of IRCAM: Coordinating Musical Research At IRCAM,ICMC,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.0,,,,,,,,,,,,,,,
763,"Ballora, Mark; Craig, Curtis",Mark,male,USA,2010,2,Studio Report: Music Technology At Penn State University,ICMC,Curtis,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
764,"Jensenius, Alexander Refsum; Glette, Kyrre; Godøy, Rolf Inge; Hovin, Mats; Nymoen, Kristian; Skogstad, Ståle A.; Torresen, Jim",Alexander,male,USA,2010,7,"Fourms, University Of Oslo - Lab Report",ICMC,Kyrre,male,Rolf,male,Mats,male,Kristian,male,Ståle,male,Jim,male,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.94,1.0,1.0,,,,,,,,,,
765,"Thompson, John; Olson, Michael",John,male,USA,2010,2,Georgia Southern University Studio Report,ICMC,Michael,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,,,,,,,,,,,,,,,
766,"Geers, Douglas; Brumner, George; Cohen, Douglas; Nelson, Nicholas",Douglas,male,USA,2010,4,"The Brooklyn College Center For Computer Music, City University Of New York",ICMC,George,male,Douglas,male,Nicholas,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,1.0,1.0,,,,,,,,,,,,,
767,"Timmermans, Hans; Ijzermans, Jan; Machielse, Rens; Van Wolferen, Gerard",Hans,male,USA,2010,4,"Education On Music And Technology, A Program For A Professional Education",ICMC,Jan,male,Rens,male,Gerard,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.6,0.89,1.0,,,,,,,,,,,,,
768,"Hewitt, Scott; Tremblay, Pierre Alexander; Freeman, Samuel; Booth, Graham",Scott,male,USA,2010,4,HELO: The Laptop Ensemble As An Incubator For Individual Laptop Performance,ICMC,Pierre,male,Samuel,male,Graham,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,1.0,1.0,,,,,,,,,,,,,
769,"Parson, Dale",Dale,male,USA,2010,1,Algorithmic Musical Improvisation From 2d Board Games,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,,
770,"Bresson, Jean",Jean,female,USA,2010,1,Ml-Maquette / Musique Lab 2,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,
771,"Kirk, Jonathon",Jonathon,male,USA,2010,1,Otoacoustic Emissions As A Compositional Tool,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
772,"Keller, Damián; Barreiro, Daniel Luis; Queiroz, Marcelo; Pimenta, Marcelo Soares",Damián,None,USA,2010,4,Anchoring In Ubiquitous Musical Activities,ICMC,Daniel,male,Marcelo,male,Marcelo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1.0,1.0,1.0,,,,,,,,,,,,,
773,"Dannenberg, Roger D.; Siewiorek, Daniel P.; Zahler, Noel",Roger,male,USA,2010,3,Exploring Meaning And Intention In Music Conducting,ICMC,Daniel,male,Noel,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.83,,,,,,,,,,,,,,
774,"Mclean, Alex; Wiggins, Geraint",Alex,male,USA,2010,2,Petrol: Reactive Pattern Language For Improvised Music,ICMC,Geraint,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,1.0,,,,,,,,,,,,,,,
775,"Stoll, Thomas",Thomas,male,USA,2010,1,Abstraction In A Unit-Based Audio Processing System,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
776,"Klien, Volkmar; Grill, Thomas",Volkmar,male,USA,2010,2,"Because We Are Falling Down. Physics, Gesture And Relative Realities",ICMC,Thomas,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
777,"Kendall, Gary",Gary,male,USA,2010,1,Idiosyncrasies Of Spatial Perception In Multi- Loudspeaker Reproduction,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
778,"Battenberg, Eric; Freed, Adrian; Wessel, David",Eric,male,USA,2010,3,Advances In The Parallelization Of Music And Audio Applications,ICMC,Adrian,male,David,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.97,1.0,,,,,,,,,,,,,,
779,"Cadiz, Rodrigo F.; De La Cuadra, Patricio",Rodrigo,male,USA,2010,2,Spectral Stochastic Resonance Sound Synthesis,ICMC,Patricio,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,,,,,,,,,,,,,,,
780,"Berthaut, Florent; Desainte-Catherine, Myriam; Hachet, Martin",Florent,male,USA,2010,3,Combining Audiovisual Mappings For 3D Musical Interaction,ICMC,Myriam,female,Martin,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
781,"Ikeshiro, Ryo",Ryo,male,USA,2010,1,"Generetive, Emergent, Self-Similar Structures: Construction In Self",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,
782,"Barthelemy, Jerome; Orlarey, Yann; Bonardi, Alain; Lemouton, Serge; Ciavarella, Raffaele; Barkati, Karim",Jerome,male,USA,2010,6,Toward An Organology Of Virtual Instruments In Computer Music,ICMC,Yann,male,Alain,male,Serge,male,Raffaele,male,Karim,male,,,,,,,,,,,,,,,,,,,,,,,1.0,0.98,1.0,1.0,1.0,0.92,,,,,,,,,,,
783,"Maccallum, John; Schmeder, Andrew",John,male,USA,2010,2,Timewarp: A Graphical Tool For The Control Of Polyphonic Smoothly Varying Tempos,ICMC,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,,,,,,,,,,,,,,,
784,"Glennon, Aron; Rowe, Robert; Bello, Juan-Pablo",Aron,male,USA,2010,3,Automatically Generating Syntactically Correct Audio Effects In Max,ICMC,Robert,male,Juan-Pablo,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,1.0,None,,,,,,,,,,,,,,
785,"Berndt, Axel",Axel,male,USA,2010,1,"Decentralizing Music, Its Performance, And Processing",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,
786,"Sudol, Jacob David; Reynolds, Roger",Jacob,male,USA,2010,2,Creating And Inhabiting A Space: Real-Time Algorithms And Performance Issues In Roger Reynolds's Angelspace (2008-2009),ICMC,Roger,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
787,"Baguyos, Jeremy C; Nanou, Chryssie; Wetzel, David; Boyle, Mcgregor",Jeremy,male,USA,2010,4,An Unconference Unsession On Computer Music Performance,ICMC,Chryssie,None,David,male,Mcgregor,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,None,1.0,None,,,,,,,,,,,,,
788,"Porres, Alexandre T.",Alexandre,male,USA,2010,1,Dissemination Of Computer Music Theory Outside Academia,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
789,"Schroeder, Benjamin; Ainger, Marc; Parent, Richard",Benjamin,male,USA,2010,3,New Languages For Physical Modeling Synthesis,ICMC,Marc,male,Richard,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
790,"Reinecke, David",David,male,USA,2010,1,How To Conduct A Laptop Orchestra: Issues Of Coordination In Computer Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
791,"Handelman, Eliot",Eliot,male,USA,2010,1,Jack And Jill Project In Autonomous Music Composition,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,
792,"Marlow, Eugene",Eugene,male,USA,2010,1,"Is The Laptop A Musical Instrument? Or, What's Old Is New Again, And Vice Versa",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,
793,"Cope, Nick; Howle, Tim",Nick,male,USA,2010,2,Electroacoustic Movies - Towards A Post-Acousmatic Music,ICMC,Tim,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,
794,"Oliver, Jamie E.",Jamie,male,USA,2010,1,How To Articulate A Regional Space For Research And Creation In Latin America,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,
795,"Cancino, Juan P.",Juan,male,USA,2010,1,Towards A Performance Practice Of Computer Music: A Journey,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
796,"Unknown, Unknown",Unknown,None,USA,2010,1,Neuroacoustics: Intergrating The Strengths Of Computer Technology And Human Biology Through Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,
797,"Martyne, Krista; Salvail, Julien-Robert L.",Krista,female,USA,2010,2,Interactive Video In Performance,ICMC,Julien-Robert,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,None,,,,,,,,,,,,,,,
798,"Goeringer, Lyn",Lyn,female,USA,2010,1,Using Streetlights To Generate Sound: Hidden And The Use Of Non-Incandescent Light Sources For Sound Generation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,
799,"Spicer, Michael",Michael,male,USA,2010,1,The Medium Is The App.,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
800,"Ciglar, Miha",Miha,male,USA,2010,1,Tactile Feedback Based On Acoustic Pressure Waves,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,
801,"Vester, Parl K. B.",Parl,None,USA,2010,1,Radical Computer Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,
802,"Puckette, Miller; Steiner, Hans-Christoph; Porres, Alexander Torres",Miller,male,USA,2010,3,Pure Data Barcamp,ICMC,Hans-Christoph,male,Alexander,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,1.0,1.0,,,,,,,,,,,,,,
803,"Tarakajian, Sam",Sam,male,USA,2010,1,Gelie - Investigations In Expression Through Mapping,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,
804,"Mclaughlin, Scott",Scott,male,USA,2010,1,Reception Of Intellectual Property Issues In Computer Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
805,"Osaka, Naotoshi; Shin, Seongah; Wyse, Lonce",Naotoshi,None,USA,2010,3,Founding Of The Asia Computer Music Project,ICMC,Seongah,None,Lonce,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,,,,,,,,,,,,,,
