Gender1F,Gender1M,Place,Year,NumberOfAuthors,Conference,Gender2F,Gender2M,Gender3F,Gender3M,Gender4F,Gender4M,Gender5F,Gender5M,Gender6F,Gender6M,Gender7F,Gender7M,Gender8F,Gender8M,Gender9F,Gender9M,Gender10F,Gender10M,Gender11F,Gender11M,Gender12F,Gender12M,Gender13F,Gender13M,Gender14F,Gender14M,Gender15F,Gender15M,Gender16F,Gender16M,Gender17F,Gender17M,Gender1None,Gender2None,Gender3None,Gender4None,Gender5None,Gender6None,Gender7None,Gender8None,Gender9None,Gender10None,Gender11None,Gender12None,Gender13None,Gender14None,Gender15None,Gender16None,Gender17None,AllAuthors,Title
1,0,Copenhagen  Denmark,2017,4,NIME,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Beici Liang' 'György Fazekas' 'Andrew McPherson' 'Mark Sandler'],Piano Pedaller: A Measurement System for Classification and Visualisation of Piano Pedalling Techniques
0,1,Copenhagen  Denmark,2017,4,NIME,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Jason Long' 'Jim Murphy' 'Dale A. Carnegie' 'Ajay Kapur'],A Closed-Loop Control System for Robotic Hi-hats
0,1,Copenhagen  Denmark,2017,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Stratos Kountouras' 'Ioannis Zannos'],Gestus: Teaching Soundscape Composition and Performance with a Tangible Interface
0,1,Copenhagen  Denmark,2017,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hazar Emre Tez' 'Nick Bryan-Kinns'],Exploring the Effect of Interface Constraints on Live Collaborative Music Improvisation
0,1,Copenhagen  Denmark,2017,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Irmandy Wicaksono' 'Joseph Paradiso'],FabricKeyboard: Multimodal Textile Sensate Media as an Expressive and Deformable Musical Interface
0,1,Copenhagen  Denmark,2017,4,NIME,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Kristians Konovalovs' 'Jelizaveta Zovnercuka' 'Ali Adjorlu' 'Daniel Overholt'],A Wearable Foot-mounted / Instrument-mounted Effect Controller: Design and Evaluation
0,1,Copenhagen  Denmark,2017,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Herbert Ho-Chun Chang' 'Lloyd May' 'Spencer Topel'],Nonlinear Acoustic Synthesis in Augmented Musical Instruments
0,1,Copenhagen  Denmark,2017,4,NIME,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Georg Hajdu' 'Benedict Carey' 'Goran Lazarevic' 'Eckhard Weymann'],From Atmosphere to Intervention: The circular dynamic of installations in hospital waiting areas
0,1,Copenhagen  Denmark,2017,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dom Brown' 'Chris Nash' 'Tom Mitchell'],A User Experience Review of Music Interaction Evaluations
0,1,Copenhagen  Denmark,2017,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Wayne Siegel'],Conducting Sound in Space
0,1,Copenhagen  Denmark,2017,3,NIME,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Spencer Salazar' 'Sarah Reid' 'Daniel McNamara'],The Fragment String
0,1,Copenhagen  Denmark,2017,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Staas de Jong'],Ghostfinger: a novel platform for fully computational fingertip controllers
0,1,Copenhagen  Denmark,2017,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Jack Armitage' 'Fabio Morreale' 'Andrew McPherson'],The finer the musician   the smaller the details: NIMEcraft under the microscope
0,1,Copenhagen  Denmark,2017,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Sandor Mehes' 'Maarten van Walstijn' 'Paul Stapleton'],Virtual-Acoustic Instrument Design: Exploring the Parameter Space of a String-Plate Model
0,1,Copenhagen  Denmark,2017,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Nicolas Bouillot' 'Zack Settel' 'Michal Seta'],SATIE: a live and scalable 3D audio scene rendering environment for large multi-channel loudspeaker configurations
0,1,Copenhagen  Denmark,2017,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hugo Scurto' 'Frédéric Bevilacqua' 'Jules Françoise'],Shaping and Exploring Interactive Motion-Sound Mappings Using Online Clustering Techniques
1,0,Copenhagen  Denmark,2017,3,NIME,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Kiran Bhumber' 'Bob Pritchard' 'Kitty Rodé'],A Responsive User Body Suit (RUBS)
1,0,Copenhagen  Denmark,2017,4,NIME,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Marie Højlund' 'Morten Riis' 'Daniel Rothmann' 'Jonas Kirkegaard'],Applying the EBU R128 Loudness Standard in live-streaming sound sculptures
0,1,Copenhagen  Denmark,2017,6,NIME,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Edgar Berdahl' 'Matthew Blessing' 'Matthew Williams' 'Pacco Tan' 'Brygg Ullmer' 'Jesse Allison'],Spatial Audio Approaches for Embedded Sound Art Installations with Loudspeaker Line Arrays
1,0,Copenhagen  Denmark,2017,2,NIME,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Fiona Keenan' 'Sandra Pauletto'],Design and Evaluation of a Digital Theatre Wind Machine
0,1,Copenhagen  Denmark,2017,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Ian Hattwick' 'Marcelo M. Wanderley'],Design of Hardware Systems for Professional Artistic Applications
0,1,Copenhagen  Denmark,2017,4,NIME,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alexander Refsum Jensenius' 'Victor Gonzalez Sanchez' 'Agata Zelechowska' 'Kari Anne Vadstensvik Bjerkestrand'],Exploring the Myo controller for sonic microinteraction
0,1,Copenhagen  Denmark,2017,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Joseph Tilbian' 'Andres Cabrera'],Stride for Interactive Musical Instrument Design
0,1,Copenhagen  Denmark,2017,6,NIME,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['José Miguel Fernandez' 'Thomas Köppel' 'Nina Verstraete' 'Grégoire Lorieux' 'Alexander Vert' 'Philippe Spiesser'],GeKiPe   a gesture-based interface for audiovisual performance
0,1,Copenhagen  Denmark,2017,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Jeppe Larsen' 'Hendrik Knoche'],Hear you later alligator: How delayed auditory feedback affects non-musically trained people's strumming
0,1,Copenhagen  Denmark,2017,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Michael Mulshine' 'Jeff Snyder'],OOPS: An Audio Synthesis Library in C for Embedded (and Other) Applications
1,0,Copenhagen  Denmark,2017,6,NIME,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Maria Kallionpää' 'Chris Greenhalgh' 'Adrian Hazzard' 'David M. Weigl' 'Kevin R. Page' 'Steve Benford'],Composing and Realising a Game-like Performance for Disklavier and Electronics
0,1,Copenhagen  Denmark,2017,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Thor Magnusson'],Contextualizing Musical Organics: An Ad-hoc Organological Classification Approach
0,1,Copenhagen  Denmark,2017,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Stefano Fasciani'],Physical Audio Digital Filters
0,1,Copenhagen  Denmark,2017,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Benjamin Taylor'],A History of the Audience as a Speaker Array
0,1,Copenhagen  Denmark,2017,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Takumi Ogata' 'Gil Weinberg'],Robotically Augmented Electric Guitar for Shared Control
0,1,Copenhagen  Denmark,2017,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Ben Neill'],The Mutantrumpet
0,1,Copenhagen  Denmark,2017,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Scott Smallwood'],Locus Sono: A Listening Game for NIME
0,1,Copenhagen  Denmark,2017,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Richard Polfreman' 'Benjamin Oliver'],Rubik's Cube   Music's Cube
0,1,Copenhagen  Denmark,2017,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Charles Martin' 'Jim Torresen'],MicroJam: An App for Sharing Tiny Touch-Screen Performances
0,1,Copenhagen  Denmark,2017,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Ryu Nakagawa' 'Shotaro Hirata'],AEVE: An Audiovisual Experience Using VRHMD and EEG
0,1,Copenhagen  Denmark,2017,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Rodrigo Cadiz' 'Alvaro Sylleros'],Arcontinuo: the Instrument of Change
0,1,Copenhagen  Denmark,2017,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Rob Blazey'],Kalimbo: an Extended Thumb Piano and Minimal Control Interface
0,1,Copenhagen  Denmark,2017,4,NIME,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Joseph Tilbian' 'Andres Cabrera' 'Steffen Martin' 'Lukasz Olczyk'],Stride on Saturn M7 for Interactive Musical Instrument Design
0,1,Copenhagen  Denmark,2017,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Tetsuro Kitahara' 'Sergio Giraldo' 'Rafael Ramírez'],JamSketch: A Drawing-based Real-time Evolutionary Improvisation Support System
0,1,Copenhagen  Denmark,2017,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Jacob Harrison' 'Andrew McPherson'],An Adapted Bass Guitar for One-Handed Playing
0,1,Copenhagen  Denmark,2017,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Krzysztof Cybulski'],Feedboxes
0,1,Copenhagen  Denmark,2017,4,NIME,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Seth Glickman' 'Byunghwan Lee' 'Fu Yen Hsiao' 'Shantanu Das'],Music Everywhere --- Augmented Reality Piano Improvisation Learning System
0,1,Copenhagen  Denmark,2017,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Juan Bender' 'Gabriel Lecup' 'Sergio Fernandez'],Song Kernel --- Explorations in Intuitive Use of Harmony
0,1,Blacksburg  Virginia  USA,2018,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Oeyvind Brandtsegg' 'Trond Engum' 'Bernt Isak Wærstad'],Working methods and instrument design for cross-adaptive sessions
0,1,Blacksburg  Virginia  USA,2018,2,NIME,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Eran Egozy' 'Eun Young Lee'],*12*: Mobile Phone-Based Audience Participation in a Chamber Music Performance
0,1,Blacksburg  Virginia  USA,2018,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Anders Lind'],Animated Notation in Multiple Parts for Crowd of Non-professional Performers
0,1,Blacksburg  Virginia  USA,2018,6,NIME,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Andrew R. Brown' 'Matthew Horrigan' 'Arne Eigenfeldt' 'Toby Gifford' 'Daniel Field' 'Jon McCormack'],Interacting with Musebots
0,1,Blacksburg  Virginia  USA,2018,2,NIME,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Chris Kiefer' 'Cecile Chevalier'],Towards New Modes of Collective Musical Expression through Audio Augmented Reality
0,1,Blacksburg  Virginia  USA,2018,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Tomoya Matsuura' 'kazuhiro jo'],Aphysical Unmodeling Instrument: Sound Installation that Re-Physicalizes a Meta-Wind-Instrument Physical Model   Whirlwind
0,1,Blacksburg  Virginia  USA,2018,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Ulf A. S. Holbrook'],An approach to stochastic spatialization --- A case of Hot Pocket
0,1,Blacksburg  Virginia  USA,2018,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Cory Champion' 'Mo H Zareei'],AM MODE: Using AM and FM Synthesis for Acoustic Drum Set Augmentation
0,1,Blacksburg  Virginia  USA,2018,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Don Derek Haddad' 'Joe Paradiso'],Kinesynth: Patching   Modulating   and Mixing a Hybrid Kinesthetic Synthesizer.
0,1,Blacksburg  Virginia  USA,2018,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Riccardo Marogna'],CABOTO: A Graphic-Based Interactive System for Composing and Performing Electronic Music
0,1,Blacksburg  Virginia  USA,2018,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Oliveira da Silveira Gustavo'],The XT Synth: A New Controller for String Players
1,0,Blacksburg  Virginia  USA,2018,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Astrid Bin' 'Nick Bryan-Kinns' 'Andrew P. McPherson'],Risky business: Disfluency as a design strategy
1,0,Blacksburg  Virginia  USA,2018,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Rachel Gibson'],The Theremin Textural Expander
0,1,Blacksburg  Virginia  USA,2018,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Mert Toka' 'Can Ince' 'Mehmet Aydin Baytas'],Siren: Interface for Pattern Languages
0,1,Blacksburg  Virginia  USA,2018,3,NIME,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Spencer Salazar' 'Andrew Piepenbrink' 'Sarah Reid'],Developing a Performance Practice for Mobile Music Technology
0,1,Blacksburg  Virginia  USA,2018,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Ali Momeni' 'Daniel McNamara' 'Jesse Stiles'],MOM: an Extensible Platform for Rapid Prototyping and Design of Electroacoustic Instruments
0,1,Blacksburg  Virginia  USA,2018,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Ben Luca Robertson' 'Luke Dahl'],Harmonic Wand:  An Instrument for Microtonal Control and Gestural Excitation
0,1,Blacksburg  Virginia  USA,2018,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['McLean J Macionis' 'Ajay Kapur'],Sansa: A Modified Sansula for Extended Compositional Techniques Using Machine Learning
0,1,Blacksburg  Virginia  USA,2018,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Luca Turchet' 'Mathieu Barthet'],Demo of interactions between a performer playing a Smart Mandolin and audience members using Musical Haptic Wearables
0,1,Blacksburg  Virginia  USA,2018,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Steven Kemper' 'Scott Barton'],Mechatronic Expression: Reconsidering Expressivity in Music for Robotic Instruments 
1,0,Blacksburg  Virginia  USA,2018,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Courtney Brown'],Interactive Tango Milonga: Designing {DMI}s for the Social Dance Context 
1,0,Blacksburg  Virginia  USA,2018,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Rebecca Kleinberger'],Vocal Musical Expression with a Tactile Resonating Device and its Psychophysiological Effects
0,1,Blacksburg  Virginia  USA,2018,3,NIME,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Patrick Palsbröker' 'Christine Steinmeier' 'Dominic Becking'],A Framework for Modular VST-based NIMEs Using EDA and Dependency Injection
0,1,Blacksburg  Virginia  USA,2018,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Jack Atherton' 'Ge Wang'],Chunity: Integrated Audiovisual Programming in Unity
0,1,Blacksburg  Virginia  USA,2018,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Steffan Carlos Ianigro' 'Oliver Bown'],Exploring Continuous Time Recurrent Neural Networks through Novelty Search
0,1,Blacksburg  Virginia  USA,2018,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['John Bowers' 'Owen Green'],All the Noises: Hijacking Listening Machines for Performative Research
0,1,Blacksburg  Virginia  USA,2018,4,NIME,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Rodrigo Schramm' 'Federico Visi' 'André Brasil' 'Marcelo O Johann'],A polyphonic pitch tracking embedded system for rapid instrument augmentation
0,1,Blacksburg  Virginia  USA,2018,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Koray Tahiroglu' 'Michael Gurevich' 'Benjamin Knapp'],Contextualising Idiomatic Gestures in Musical Interactions with NIMEs
0,1,Blacksburg  Virginia  USA,2018,1,NIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Lamtharn Hantrakul'],GestureRNN:  A neural gesture system for the Roli Lightpad Block
0,1,Blacksburg  Virginia  USA,2018,3,NIME,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Di Donato Balandino ' 'Jamie Bullock' 'Atau Tanaka'],Myo Mapper: a Myo armband to OSC mapper
0,1,Blacksburg  Virginia  USA,2018,2,NIME,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Federico Visi' 'Luke Dahl'],Real-Time Motion Capture Analysis and Music Interaction with the Modosc Descriptor Library
