Gender1Female,Place,Year,NumberOfAuthors,Conference,,Gender2,,Gender3,,Gender4,,Gender5,,Gender6,,Gender7,,Gender8,,Gender9,,Gender10,,Gender11,,Gender12,,Gender13,,Gender14,,Gender15,,Gender16,,Gender17,Gender1None,Gender2None,Gender3None,Gender4None,Gender5None,Gender6None,Gender7None,Gender8None,Gender9None,Gender10None,Gender11None,Gender12None,Gender13None,Gender14None,Gender15None,Gender16None,Gender17None,AllAuthors,FirstName1stAuthor,Title
male,Slovenia,2012,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Pirnia, Abbas; McCormack, Jon",Abbas,COMPRESSED MULTIDIMENSIONAL TREES FOR EVOLUTIONARY MUSIC REPRESENTATION
male,Slovenia,2012,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Mudd, Tom",Tom,"FLEXIBILITY, SUBTLETY AND SPONTANEITY IN NEW INSTRUMENT DESIGN: THE FEEDBACK JOYPAD"
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"McGee, Ryan; Wright, Matthew",Ryan,Sound Element Spatializer
male,UK,2011,3,ICMC,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,"Melchior, Frank; Michaelis, Uwe; Steffens, Robert",Frank,Spatial Mastering - a new concept for spatial sound design in object-based audio scenes
male,UK,2011,4,ICMC,,female,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,"Ness, Steven; Odowichuk, Gabrielle; Driessen, Peter; Tzanetakis, George",Steven,Controlling Real Time Sound Spatialization Using The Radiodrum
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Wakefield, Graham; Smith, Wesley",Graham,COSM: A toolkit for composing immersive audio-visual worlds of agency and autonomy
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Sazdov, Robert",Robert,The influence of sub-woofer frequencies within a multi-channel loudspeaker configuration on the perception of spatial attributes in a concert hall environment
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Macedo, Frederico",Frederico,"Phenomenology, Spatial Music and the Composer: prelude to a phenomenology of space in acousmatic music"
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Kendall, Gary S.; Cabrera, Andr_œÂ©s",Gary,Why things don't work: What you need to know about spatial audio
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Valiquet, Patrick",Patrick,The Spatialisation of Stereophony: Taking Positions in Post-War Electroacoustic Music
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Kirke, Alexis; Miranda, Eduardo R.",Alexis,Developing methods for computer programming by musical performance and composition
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Battey, Brett",Brett,Sound synthesis and composition with compression-controlled feedback
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"D_œÂ_bereiner, Luc",Luc,PhinGen: A Physically Informed Stochastic Synthesis Generator
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Ariza, Christopher; Cuthbert, Michael Scott",Christopher,"The music21 Stream: A New Object Model for Representing, Filtering, and Transforming Symbolic Musical Structures"
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Eacott, John",John,Flood Tide See Further: Sonification as Musical Performance
male,UK,2011,2,ICMC,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Lindborg, PerMagnus; Beetuan Koh, Joyce",PerMagnus,Multi-dimensional spatial sound design for 'On the String'
None,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"Gao, Mingfei Mike",Mingfei,"CYCLIC-N, a real-time mobile multi-touch application for composition, improvisation and education"
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Bresson, Jean; Schumacher, Marlon",Jean,Representation and Interchange of Sound Spatialization Data for Compositional Applications
male,UK,2011,3,ICMC,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,"Miranda, Eduardo R.; Adamatzky, Andrew; Jones, Jeff",Eduardo,Unconventional Computing for Music: Sound Synthesis with Slime Mould
male,UK,2011,4,ICMC,,male,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,"Lazzarini, Victor; Kleimola, Jari; Timoney, Joseph; V_œ_lim_œ_ki, Vesa",Victor,Aspects of second order feedback AM synthesis
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Norilo, Vesa",Vesa,Designing Synthetic Reverberators in Kronos
male,UK,2011,3,ICMC,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,"Schacher, Jan C.; Bisig, Daniel; Neukom, Martin",Jan,Composing with Swarm Algorithms - Creating interactive audio-visual pieces with flocking behavior
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Tr_œ_tzschler von Falkenstein, Jan; Baracskai, Zlatko",Jan,A Graphical User Interface for Supercollider Audio Units
male,UK,2011,3,ICMC,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,"Grierson, Mike; Kiefer, Chris; Yee-King, Matthew",Mike,Progress Report on the EAVI BCI Toolkit for Music: Musical Applications of Algorithms for use with consumer brain computer interfaces
male,UK,2011,4,ICMC,,male,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,"van Nispen tot Pannerden, Than; Huiberts, Sander; Donders, Sebastiaan; Koch, Stan",Than,The NLN-Player: A system for nonlinear music in games
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Berndt, Axel",Axel,Musical Tempo Curves
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Yee-King, Matthew John",Matthew,An autonomous timbre matching improviser
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Pearse, Stephen A.",Stephen,Gestural Mappings: Towards the Creation of a Three Dimensional Composition Environment
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Lynch, Hugh; Sazdov, Robert",Hugh,An ecologically valid experiment for the comparison of established spatial techniques
male,UK,2011,4,ICMC,,male,,female,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,"Boenn, Georg; Brain, Martin; De Vos, Marina; ffitch, John",Georg,Anton - A Rule-Based Composition System
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Serquera, Jaime; Miranda, Eduardo R.",Jaime,Cellular automata dynamic control for sound design with histogram mapping synthesis and the multitype voter model
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Erbe, Tom",Tom,PVOC KIT: new applications of the phase vocoder
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Polfreman, Richard",Richard,Multi-modal instrument: towards a platform for comparative controller evaluation
male,UK,2011,9,ICMC,,male,,male,,female,,male,,male,,male,,female,,male,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,"Kirke, Alexis; Miranda, Eduardo; Chiaramonte, Antonino; Troisi, Anna R.; Matthias, John; Radtke, Jeff; Fry, Nicholas; McCabe, Catherine; Bull, Martyn",Alexis,Cloud chamber: a performance involving real time two-way interaction between subatomic radioactive particles and violinist
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Clement, Ross",Ross,Automatic Synthesiser Programming
male,UK,2011,4,ICMC,,male,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,"Gold, Nicolas; Krinke, Jens; Harman, Mark; Binkley, David",Nicolas,Cloning in Max/MSP Patches
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Pasoulas, Aki",Aki,Stimulus Complexity and Time Judgments
male,UK,2011,4,ICMC,,male,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,"Hong Park, Tae; Hyman, David; Leonard, Peter; Hermans, Phillip",Tae,Towards a comprehensive framework for electro-acoustic music analysis
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Woolley, Jason",Jason,Mapping change over time within stereo Acousmatic Music â€°_«_¢ A Case Study
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Emanuele Cella, Carmine",Carmine,Sound-types: a new framework for symbolic sound analysis and synthesis
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Dannenberg, Roger B.",Roger,A Virtual Orchestra for Human-Computer Music Performance
male,UK,2011,4,ICMC,,male,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,"dâ€°_«_„Alessandro, Nicolas; Dutoit, Thierry; Fels, Sidney; Ooge, Christophe",Nicolas,Analysis-by-Performance: Gesturally-Controlled Voice Synthesis as an Input for Modelling of Vibrato in Singing
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Ramos, Javier; Cadiz, Rodrigo F.",Javier,Sound synthesis model based on the simulation of a gaussian bouncing wave packet
male,UK,2011,4,ICMC,,female,,female,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,"M_œ_ller, Meinard; Konz, Verena; Jiang, Nanzhu; Zuo, Zhe",Meinard,A Multi-perspective user interface for music signal analysis
male,UK,2011,3,ICMC,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,"Todoroff, Todor; Benmadhkour, Radhwan; Chessini, Ricardo",Todor,Multimodal Control of Music and Fire Patterns
male,UK,2011,8,ICMC,,male,,male,,None,,male,,male,,male,,male,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,"Colmenares, Juan A.; Saxton, Ian; Battenberg, Eric; Avizienis, Rimas; Peters, Nils; Asanovic, Krste; Kubiatowicz, John D.; Wessel, David",Juan,Real-time Musical Applications on an Experimental Operating System for Multi-Core Processors
female,UK,2011,2,ICMC,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Hope, Cat; Vickery, Lindsay",Cat,Screen Scores: New Media Music Manuscripts
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Bossis, Bruno",Bruno,History of electroacoustic music through filmed sources: an example at IRCAM
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Ratcliffe, Robert",Robert,New forms of hybrid musical discourse: an exploration of stylistic and procedural crossfertilisation between contemporary art music and electronic dance music
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Donnarumma, Marco",Marco,XTH SENSE: a study of muscle sounds for an experimental paradigm of musical performance
male,UK,2011,3,ICMC,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,"Gabrielli, Leonardo; V_œ_lim_œ_ki, Vesa; Bilbao, Stefan",Leonardo,Real-time emulation of the Clavinet
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Pigott, Jon; Kontogeorgakopoulos, Alexandros",Jon,Physical Thinking: two approached to mechanical sound design
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Ahmad, Wasim; Kondoz, Ahmet M.",Wasim,Analysis and Synthesis of Hand Clapping Sounds Based on Adaptive Dictionary
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Kirke, Alexis; Miranda, Eduardo R.",Alexis,Emergent Construction of melodic pitch and hierarchy through agents communicating emotion without melodic intelligence
female,UK,2011,2,ICMC,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Schedel, Margaret; Fiebrink, Rebecca",Margaret,A Demonstration of Bow Articulation Recognition with Wekinator and K-Bow
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Grierson, Mike; Kiefer, Chris",Mike,"Maximillian: An easy to use, cross platform C++ Toolkit for interactive audio and synthesis applications"
male,UK,2011,3,ICMC,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,"Kirke, Alexis; Bonnot, Matthieu; Miranda, Eduardo R.",Alexis,Towards using expressive performance algorithms for typist emotion detection
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Brent, William",William,A perceptually based onset detector for real-time and offline audio parsing
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Bond, Daryn",Daryn,The Harmonic Matrix: Exploring the geometry of Pitch
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Perkins, Rhys",Rhys,Mapping 3D Objects To Synthesised Sound Using A Simulated Physics System
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Canning, Rob",Rob,The M2 Compositions: A Technical Overview of a Modular Work Flow Towards the Creation of a Video Score
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Kretz, Johannes",Johannes,KLANGPILOT - a new interface for â€°_«_Ÿwritingâ€°_«Ñœ (not only) synthetic sounds
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Otondo, Felipe",Felipe,Flexible spatial design for dance performance
None,UK,2011,3,ICMC,,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,"Hamanaka, Masathoshi; Yoshiya, Mikito; Yoshida, Shyuhei",Masathoshi,Constructing Music Applications for Smartphones
male,UK,2011,5,ICMC,,male,,male,,female,,male,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"Schwarz, Diemo; Cahen, Roland; Brument, Fran_œÂ_ois; Ding, Hui; Jacquemin, Christian",Diemo,Sound Level of Detail in Interactive Audiographic 3D Scenes
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Nagashima, Yoichi",Yoichi,Untouchable instruments and Performances
male,UK,2011,3,ICMC,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,"Wyse, Lonce; Tan, Keith; Kellock, Peter",Lonce,Representing and Automating Rhythmic Pattern Transformations
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Weinel, Jonathan",Jonathan,Tiny Jungle: Psychedelic Techniques in Audio-Visual Composition
male,UK,2011,3,ICMC,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,"Schroeder, Benjamin; Ainger, Marc; Parent, Richard",Benjamin,"The Visible String, a Direct Audiovisual Model"
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Bresson, Jean; Stroppa, Marco",Jean,The Control of the CHANT Synthesizer in OpenMusic: Modelling Continuous Aspects in Sound Synthesis
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Ando, Daichi",Daichi,CACIE CB: Genetic programming based composition-aid system by shopping basket interface
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Haworth, Christopher",Christopher,Composing with Absent Sound
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Bessell, David",David,Ophidian and the Uncanny Valley
male,UK,2011,3,ICMC,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,"Kirke, Alexis; Freeman, Samuel; Miranda, Eduardo R.",Alexis,Application of multi-agent whale modeling to an interactive saxophone and whales duet
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Jette, Christopher; Kirchoff, Keith",Christopher,Wii Play Piano: Composing for Piano and Wii Remote
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Ash, Kingsley Michael; Stavropoulos, Niko",Kingsley,LiveCell: Real-Time Score Generation Through Interactive Generative Composition
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Emmerson, Simon",Simon,Music â€°_«_¢ Imagination - Technology
female,UK,2011,4,ICMC,,female,,female,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,"Dobson, Elizabeth; Flewitt, Rosie; Littleton, Karen; Miell, Dorothy",Elizabeth,Studio based composers in collaboration: a socioculturally framed study
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"King, Andrew",Andrew,An interface to support creative studio practice
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Cipriani, Alessandro; Giri, Maurizio",Alessandro,"Innovation, Interaction, experience and imagination in computer music education"
male,UK,2011,3,ICMC,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,"Takegawa, Yoshinari; Tsukamoto, Masahiko; Terada, Tsutomu",Yoshinari,Design and Implementation of a Piano Practice Support System using a Real-Time Fingering Recognition Technique
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Tutschku, Hans",Hans,Using the iPhone for live-electronics in my composition Irrgaerten for two pianos
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Essl, Georg",Georg,Automated Ad Hoc Networking for Mobile and Hybrid Music Performance
female,UK,2011,4,ICMC,,male,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,"Xamb_œ_, Anna; Laney, Robin; Dobbyn, Chris; Jord_œ__, Sergi",Anna,Multi-touch interaction principles for collaborative real-time music activities: towards a pattern language
male,UK,2011,4,ICMC,,female,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,"Wang, Ge; Oh, Jieun; Salazar, Spencer; Hamilton, Robert",Ge,World Stage: A Crowd-sourcing Paradigm for Interactive Social / Mobile Music
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Knapp, Benjamin R.; Lyon, Eric",Benjamin,The measurement of performer and audience emotional state as a new means of computer music interaction: a performance case study
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Linson, Adam",Adam,Unnecessary Constraints: A Challenge to Some Assumptions of Digital Musical Instrument Design
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Roberts, Charles",Charles,Control: Software for End-User Interface Programming and Interactive Performance
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Brent, William",William,Aspects of gesture in Digital Musical Instrument Design
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Menezes, Flo",Flo,The Timelessness of Maximal Music
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Hoadley, Richard",Richard,Sculpture as Music Interface
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Puckette, Miller",Miller,Infuriating Nonlinear Reverberator
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Bulley, James; Jones, Daniel",James,Variable 4: A Dynamical Composition For Weather Systems
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Impett, Jonathan",Jonathan,What are we making? The work-without-content in live computer music
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Beck, Stephen David; Branton, Chris",Stephen,Reconsidering Laptop Orchestras as a Computational Grid for Music Performance
male,UK,2011,3,ICMC,,male,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,"Benatan, Matt; Symonds, Ian; Ng, Kia",Matt,Developing a user-relative motion detection interface for mobile devices
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Smith, Benjamin D.; Garnett, Guy E.",Benjamin,Interactive High Performance Computing for Music
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Stowell, Dan",Dan,Scheduling and composing with Risset eternal accelerando rhythms
male,UK,2011,3,ICMC,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,"Subramanian, Srikumar K.; Wyse, Lonce; McGee, Kevin",Srikumar,Modeling Speed Doubling in Carnatic Music
male,UK,2011,2,ICMC,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Hayden, Sam; Kanno, Mieko",Sam,Towards musical interaction: 'Schismatics' for e-violin and computer
male,UK,2011,3,ICMC,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,"Freed, Adrian; MacCallum, John; Schmeder, Andrew",Adrian,"Dynamic, Instance-based, object-oriented programming in Max/MSP using open sound control message delegation"
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Collins, Nick",Nick,SCMIR: A SuperCollider Music Information Retrieval Library
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Magnusson, Thor",Thor,The IXI Lang: A SuperCollider Parasite for Live Coding
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Gibson, Darrell; Polfreman, Richard",Darrell,An architecture for creating hosting plug-ins for use in digital audio workstations
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Deal, Scott; Burtner, Matthew",Scott,"Auksalaq, A telematic opera"
male,UK,2011,3,ICMC,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,"Rutz, Hanns Holger; Miranda, Eduardo; Eckel, Gerhard",Hanns,Reproducibility and random access in sound synthesis
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Dahan, Kevin",Kevin,Electroacoustic Music: Overcoming Analysis Paralysis
male,UK,2011,2,ICMC,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,"Ico Bukvic, Ivica; Betz, Scott",Ivica,Using gaming engine for virtual prototyping and impact assessment of complex interactive art installations
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Constanzo, Rodrigo",Rodrigo,Towards the Beat of a Different Drummer: A Journey into the Loss of Fidelity in Drums and Electronics
male,UK,2011,3,ICMC,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,"Kim, Kwan; Lee, Samuel; Seung Yeo, Woon",Kwan,The Effect of Visual Modalities on Human Perception of Emotion from Music
female,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Horseman, Samantha",Samantha,"Suspended Imprints: An Exploration of Sound, Space and the Inner Monologue"
male,UK,2011,1,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,"Hancock, Oliver",Oliver,Chor-Respondent: A dynamic system in the musical domain
male,UK,2011,3,ICMC,,male,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,"Oehlers, Paul; Brent, William; Harvey, Michael",Paul,Audio Technology at American University
