AllAuthors,FirstName1stAuthor,Gender,Place,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,Gender2,FirstName3rdAuthor,Gender3,FirstName4thAuthor,Gender4,FirstName5thAuthor,Gender5,FirstName6thAuthor,Gender6,FirstName7thAuthor,Gender7,FirstName8thAuthor,Gender8,FirstName9thAuthor,Gender9,FirstName10thAuthor,Gender10,FirstName11thAuthor,Gender11,FirstName12thAuthor,Gender12,FirstName13thAuthor,Gender13,FirstName14thAuthor,Gender14,FirstName15thAuthor,Gender15,FirstName16thAuthor,Gender16,FirstName17thAuthor,Gender17,Probability1,Probability2,Probability3,Probability4,Probability5,Probability6,Probability7,Probability8,Probability9,Probability10,Probability11,Probability12,Probability13,Probability14,Probability15,Probability16,Probability17
['Alexandros Kontogeorgakopoulos and Odysseas Klissouras'],Alexandros,male,Italy,2020,1,#115. 01101110 : An audiovisual installation based on the Cellular Automaton Rule 110,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"['Guilherme Jun Yoshimura', ' Marcelo Queiroz', ' Haydée Fiszbein Wertzner and Danira Francisco']",Guilherme,male,Italy,2020,3,#130. Speech sound disorder classification based on time-aligned dissimilarity profiles,ICMC,Marcelo,male,Haydée,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,,,,,,,,,,,,,,,
['Nicolas Figueiredo and Marcelo Queiroz'],Nicolas,male,Italy,2020,1,#152. Detection of musically relevant regions in multiresolution time-frequency representations evaluated on piano recordings,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
['Doga Cavdir'],Doga,female,Italy,2020,1,#155. Embedding electronics in additive manufacturing for digital musical instrument design,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,
['Nolan Lem'],Nolan,male,Italy,2020,1,"#157. Menagerie: exploring the audio-visual rhythms of violence through data, gun triggers, and swarms",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
"['Olivier Lartillot', ' Carlos Cancino-Chacón and Charles Brazier']",Olivier,male,Italy,2020,2,#165. Real-time visualisation of fugue played by a string quartet,ICMC,Carlos,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
['Georgios Varoutsos'],Georgios,male,Italy,2020,1,#166. Peace Wall Belfast: Spatial audio representation of Divided Spaces and soundwalks,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"['Marius George Onofrei', ' Riccardo Miccini', ' Runar Unnthorsson', ' Stefania Serafin and Simone Spagnol']",Marius,male,Italy,2020,4,#99. 3D ear shape as an estimator of HRTF notch frequency,ICMC,Riccardo,male,Runar,male,Stefania,female,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,1.0,0.99,,,,,,,,,,,,,,
['Eoin F. Callery and Elliot K. Canfield-Dafilou'],Eoin,male,Italy,2020,1,#124. Methods for performing with feedback in virtual acoustics,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
"['Karolina Prawda', ' Sebastian J. Schlecht and Vesa Välimäki']",Karolina,female,Italy,2020,2,#145. Evaluation of reverberation time models with variable acoustics,ICMC,Sebastian,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,,,,,,,,,,,,,,,,
"['Rares Stefan Alecu', ' Stefania Serafin', ' Silvin Willemsen', ' Emanuele Parravicini and Stefano Lucato']",Rares,male,Italy,2020,4,#63. Embouchure interaction model for brass instruments,ICMC,Stefania,female,Silvin,male,Emanuele,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,0.82,0.99,,,,,,,,,,,,,,
"['Silvin Willemsen', ' Stefania Serafin', ' Stefan Bilbao and Michele Ducceschi']",Silvin,male,Italy,2020,3,#97. Real-time implementation of a physical model of the tromba marina,ICMC,Stefania,female,Stefan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.99,0.98,,,,,,,,,,,,,,,
"['Dmitri Kartofelev', ' Joann Gustav Arro and Vesa Välimäki']",Dmitri,male,Italy,2020,2,#120. Insights into the string-barrier interaction dynamics based on high-speed camera measurements,ICMC,Joann,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.83,,,,,,,,,,,,,,,,
"['Çagri Erdem', ' Qichao Lan', ' Julian Fuhrer', ' Charles Martin', ' Jim Tørresen and Alexander Refsum Jensenius']",Çagri,None,Italy,2020,5,#67. Towards playing in the 'air': Modeling motion-sound energy relationships in electric guitar performance using deep neural networks,ICMC,Qichao,male,Julian,male,Charles,male,Jim,male,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.88,0.98,0.99,0.98,,,,,,,,,,,,,
"['Yudong Zhao', ' György Fazekas and Mark Sandler']",Yudong,male,Italy,2020,2,#168. Identifying master violinists using note-level audio features,ICMC,György,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.98,,,,,,,,,,,,,,,,
"['Luca Marinelli', ' Athanasios Lykartsis', ' Charalampos Saitis and Stefan Weinzierl']",Luca,male,Italy,2020,3,#186. Musical dynamics classification with CNN and modulation spectra,ICMC,Athanasios,male,Charalampos,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.99,0.99,,,,,,,,,,,,,,,
['Daniel Mayer'],Daniel,male,Italy,2020,1,#53. Fb1 – An interface for single sample feedback and feedforward in SuperCollider,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
['Nicolas Castagné and Annie Luciani'],Nicolas,male,Italy,2020,1,#55. The Physics Network Scripting Language to design masses-interactions physical models for arts,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
['Giacomo Lepri'],Giacomo,male,Italy,2020,1,#59. Sonification as negotiation - Learning from translation studies,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"['Rasmus Kjærbo', ' Ramon Romeu', ' Marco González Pérez', ' Francisco Rosado Correia', ' Vatsal Guruvayurappan', ' Daniel Overholt and Sofia Dahl']",Rasmus,male,Italy,2020,6,#100. Rhythm Rangers: An evaluation of beat synchronisation skills and musical confidence through multiplayer gamification influence,ICMC,Ramon,male,Marco,male,Francisco,male,Vatsal,male,Daniel,male,,,,,,,,,,,,,,,,,,,,,,,0.99,0.98,0.99,0.99,1.0,0.99,,,,,,,,,,,,
"['Asterios Zacharakis', ' Stamatia Kalaitzidou', ' Maximos Kaliakatsos-Papakostas and Emilios Cambouropoulos']",Asterios,male,Italy,2020,3,"#109. Good artists copy, great artists steal: Strategies for creative exploitation of the CHAMELEON harmonisation assistant",ICMC,Stamatia,female,Maximos,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.96,,,,,,,,,,,,,,,
['James Leonard and Jerome Villeneuve'],James,male,Italy,2020,1,#116. Design and implementation of real-time physically-based virtual musical instruments: A balancing act,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"['Yuri De Pra', ' Federico Fontana', ' Stefano Papetti and Michele Simonato']",Yuri,male,Italy,2020,3,#141. A low-cost endless knob controller with programmable resistive force feedback for multimedia production,ICMC,Federico,male,Stefano,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.99,0.99,,,,,,,,,,,,,,,
"['Karolina Prawda', ' Stefania Serafin and Vesa Välimäki']",Karolina,female,Italy,2020,2,#144. Evaluation of accurate artificial reverberation algorithm,ICMC,Stefania,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,,,,,,,,,,,,,,,,
['Matteo Amadio and Alberto Novello'],Matteo,male,Italy,2020,1,#169. Digitally enhanced drums: An approach to rhythmic improvisation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
['Matteo Marson and Andrea Agostini'],Matteo,male,Italy,2020,1,#173. ET systems: A high-level approach to additive synthesis control,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
['Georgios Marentakis'],Georgios,male,Italy,2020,1,#147. Pictorize: Transforming image region luminosity to sound brightness for monitoring location,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"['Marco Tiraboschi', ' Federico Avanzini and Stavros Ntalampiras']",Marco,male,Italy,2020,2,#167. Spectral analysis for modal parameters linear estimate,ICMC,Federico,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
"['Argan Verrier', ' Vincent Goudard', ' Elim Hong and Hugues Genevois']",Argan,male,Italy,2020,3,#220. Interactive software for the sonification of neuronal activity,ICMC,Vincent,male,Elim,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.99,0.6,,,,,,,,,,,,,,,
"['Silvin Willemsen', ' Anca-Simona Horvath and Mauro Nascimben']",Silvin,male,Italy,2020,2,#44. DigiDrum - A haptic-based virtual reality musical instrument and a case study,ICMC,Anca-Simona,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,1.0,,,,,,,,,,,,,,,,
"['Silvin Willemsen', ' Razvan Paisa and Stefania Serafin']",Silvin,male,Italy,2020,2,#112. Resurrecting the tromba marina: A bowed virtual reality instrument using haptic feedback and accurate physical modelling,ICMC,Razvan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,1.0,,,,,,,,,,,,,,,,
['Claude Cadoz'],Claude,male,Italy,2020,1,#136. GENESIS 4th generation / Nomadicity / Gesture emulation: Real-time CORDIS-ANIMA physical modeling and high performance force-feedback interaction within the Hélicanthe workstation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,
"['Hiroyuki Yamamoto', ' Yui Uehara and Satoshi Tojo']",Hiroyuki,male,Italy,2020,2,#87. Jazz harmony analysis with epsilon-transition and cadential shortcut,ICMC,Yui,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.83,,,,,,,,,,,,,,,,
"['Laurent Feisthauer', ' Louis Bigo', ' Mathieu Giraud and Florence Levé']",Laurent,male,Italy,2020,3,#151. Estimating keys and modulations in musical pieces,ICMC,Louis,male,Mathieu,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.97,0.99,,,,,,,,,,,,,,,
"['Minz Won', ' Andres Ferraro', ' Dmitry Bogdanov and Xavier\xa0Serra']",Minz,male,Italy,2020,3,#210. Evaluation of CNN-based automatic music tagging models,ICMC,Andres,male,Dmitry,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.98,1.0,,,,,,,,,,,,,,,
"['Masatoshi Hamanaka', ' Yui Isono', ' Keiji Hirata and Satoshi Tojo']",Masatoshi,male,Italy,2020,3,#75. Web-based time-span tree editor and analysis database,ICMC,Yui,female,Keiji,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.83,0.99,,,,,,,,,,,,,,,
['Tsubasa Tanaka'],Tsubasa,male,Italy,2020,1,"#86. Motif set assignment problem in the compositional process of ""Musical Rally""",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,
"['Yuta Ogura', ' Hidefumi Ohmura', ' Yui Uehara', ' Satoshi Tojo and Kouichi Katsurada']",Yuta,male,Italy,2020,4,#111. Expectation-based parsing for jazz chord sequences,ICMC,Hidefumi,male,Yui,female,Satoshi,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.0,0.83,1.0,,,,,,,,,,,,,,
['Giovanni Santini'],Giovanni,male,Italy,2020,1,#113. Composition as an embodied act: A framework for the gesture-based creation of augmented reality action scores,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"['Juan Alonso Moreno', ' Francesco Bigoni and Georgios Palamas']",Juan,male,Italy,2020,2,#122. Latent birds: A bird's-eye view exploration of the latent space,ICMC,Francesco,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,,,,,,,,,,,,,,,,
['Charles Brazier and Gerhard Widmer'],Charles,male,Italy,2020,1,#135. Towards reliable real-time opera tracking: Combining alignment with audio event detectors to increase robustness,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"['Simon Borst Tyroll', ' Daniel Overholt and Georgios Palamas']",Simon,male,Italy,2020,2,#170. AVAI: A tool for expressive music visualization based on autoencoders and constant Q transformation,ICMC,Daniel,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,,,,,,,,,,,,,,,,
['Beate Ruth Kutschke and Tobias Bachmann'],Beate,female,Italy,2020,1,#189. Historiography of the form of symbolic music through a computer-assisted analysis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
"['Niccolò Pretto', ' Alessandro Russo', ' Federica Bressan', ' Valentina Burini', ' Antonio Rodà and Sergio Canazza']",Niccolò,male,Italy,2020,5,#209. Active preservation of analogue audio documents: A summary of the last seven years of digitization at CSC,ICMC,Alessandro,male,Federica,female,Valentina,female,Antonio,male,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,0.99,0.99,,,,,,,,,,,,,
"['Oliver Bown', ' Angelo Fraietta', ' Sam Ferguson and Deborah Turnbull Tillman']",Oliver,male,Italy,2020,3,#218. Rapid composition for a multi-device networked music platform,ICMC,Angelo,male,Sam,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.98,0.81,,,,,,,,,,,,,,,
"['Alexander Carôt', ' Mischa Dohler', ' Simon Saunders', ' Frank Sardis', ' Richard Cornock and Navdeep Uniyal']",Alexander,male,Italy,2020,5,#230. The world's first interactive 5G music concert: Professional quality networked music over a commodity network infrastructure,ICMC,Mischa,male,Simon,male,Frank,male,Richard,male,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.74,0.98,0.99,0.99,,,,,,,,,,,,,
['Sven-Amin Lembke'],Sven-Amin,None,Italy,2020,1,#93. Matching uni-directional auditory gestures to visual trajectories of varying curvature,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
"['Malcolm Houel', ' Abhilash Arun', ' Alfred Berg', ' Alessandro Iop', ' Adrián Barahona-Ríos and Sandra Pauletto']",Malcolm,male,Italy,2020,5,#95. Perception of emotions in knocking sounds: An evaluation study,ICMC,Abhilash,male,Alfred,male,Alessandro,male,Adrián,None,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,0.98,0.99,0.0,,,,,,,,,,,,,
['Rumi Hiraga and Kjetil Falkenberg'],Rumi,female,Italy,2020,1,#132. Computer-based music training with hearing impairments: Lessons from an experiment,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,
"['Adrian B. Latupeirissa', ' Claudio Panariello and Roberto Bresin']",Adrian,male,Italy,2020,2,#174. Exploring emotion perception in sonic HRI,ICMC,Claudio,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
"['Giovanni Capizzi', ' Davide Rocchesso and Stefano Baldan']",Giovanni,male,Italy,2020,2,#60. Streams as Seams: Carving trajectories out of the time-frequency matrix,ICMC,Davide,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
['Adrián Barahona-Ríos and Sandra Pauletto'],Adrián,None,Italy,2020,1,#83. Synthesising knocking sound effects using conditional WaveGAN,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
['Leonardo Fierro and Vesa Välimäki'],Leonardo,male,Italy,2020,1,#133. Towards objective evaluation of audio time-scale modification methods,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"['Emma Frid', ' Roberto Bresin', ' Simon Alexandersson ']",Emma,female,Cyprus ,2018,3,Perception of Mechanical Sounds Inherent to Expressive Gestures of a NAO Robot - p.43 Implications for Movement Sonification of Humanoids.,ICMC,Roberto,male,Simon,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,0.99,0.98,,,,,,,,,,,,,,,
"[' Joe Fitzpatrick', ' Flaithri Neff ']",Joe,male,Cyprus ,2018,2,Stream Segregation: Utilizing Harmonic Variance in Auditory Graphs,ICMC,Flaithri,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.0,,,,,,,,,,,,,,,,
"['Mitsuyo Hashida', ' Eita Nakamura', ' Haruhiro Katayose ']",Mitsuyo,female,Cyprus ,2018,3,CrestMusePEDB 2nd EDITION: MUSIC PERFORMANCE DATABASE WITH PHRASE p.60 INFORMATION.,ICMC,Eita,male,Haruhiro,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.73,1.0,,,,,,,,,,,,,,,
"['Zuzana Cenkerova', ' Martin Hartmann', ' Petri Toiviainen ']",Zuzana,female,Cyprus ,2018,3,Crossing Phrase Boundaries in Music. ,ICMC,Martin,male,Petri,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.98,0.84,,,,,,,,,,,,,,,
"['Hugo Scurto', ' Frédéric Bevilacqua', ' Baptiste Caramiaux ']",Hugo,male,Cyprus ,2018,3,Perceiving Agent Collaborative Sonic Exploration in Interactive Reinforcement p.72 Learning.,ICMC,Frédéric,male,Baptiste,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,0.99,,,,,,,,,,,,,,,
"['Federico Fontana', ' Federico Avanzini', ' Stefano Papetti ']",Federico,male,Cyprus ,2018,3,Evidence of Lateralization Cues in Grand and Upright Piano Sounds. p.80,ICMC,Federico,male,Stefano,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,,,,,,,,,,,,,,,
"['Erik Sikström', ' Michele Geronazzo', ' Jari Kleimola', ' Federico Avanzini', ' Amalia de Götzen', ' Stefania Serafin']",Erik,male,Cyprus ,2018,6,Virtual Reality Exploration with Different Head-Related Transfer Functions. p.85,ICMC,Michele,male,Jari,male,Federico,male,Amalia,female,Stefania,female,,,,,,,,,,,,,,,,,,,,,,,0.99,0.86,0.97,0.99,0.98,0.99,,,,,,,,,,,,
['Jan-Torsten Milde'],Jan-Torsten,None,Cyprus ,2018,1,A system for spacial audio using synchronized mobile devices. p.93,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
"['Xenofon Karakonstantis', ' Konstantinos Bakogiannis', ' George Cambourakis', ' Anastasia Georgaki']",Xenofon,male,Cyprus,2018,4,Time lapse video sonification; watching and listening to events unfolding.,ICMC,Konstantinos,male,George,male,Anastasia,female,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.99,0.98,0.98,,,,,,,,,,,,,,
"['Gareth W. Young', ' Siobhán Mannion', ' Sara Wentworth ']",Gareth,male,Cyprus ,2018,3,Evoking Places from Spaces: The application of Multimodal Narrative Techniques in the p.103 Creation of “U - Modified”.,ICMC,Siobhán,None,Sara,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.0,0.98,,,,,,,,,,,,,,,
"['Christine Steinmeie', ' Christine Steinmeie']",Christine,female,Cyprus ,2018,2,"Towards Creating an Augmented Handpan using Leap Motion. p.108 Christine Steinmeier, Dominic Becking",ICMC,Christine,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
['Nikos Stavropoulos '],Nikos,male,Cyprus ,2018,1,Inside the intimate zone: The case of aural micro-space in multichannel compositional practice.,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"['Theofani Sklirou', ' Areti Andreopoulou', ' Anastasia Georgaki ']",Theofani,female,Cyprus ,2018,3,Teaching Programming in Secondary Education through Sound. ,ICMC,Areti,female,Anastasia,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.98,0.98,,,,,,,,,,,,,,,
"['Stefania Serafin', ' Sofia Dahl', ' Roberto Bresin Alexander Refsum Jensenius', ' Runar Unnthorsson', ' Vesa Valimaki ']",Stefania,female,Cyprus ,2018,5,NordicSMC: a Nordic University Hub on Sound and Music Computing. ,ICMC,Sofia,female,Roberto,male,Runar,male,Vesa,male,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.98,0.99,1.0,0.86,,,,,,,,,,,,,
"['Laurel Pardue', ' Andrew McPherson', ' Dan Overholt ']",Laurel,female,Cyprus ,2018,3,Improving the Instrumental Learning Experience through Complexity Management ,ICMC,Andrew,male,Dan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.99,0.95,,,,,,,,,,,,,,,
"['Gergely Csapo', ' Jonas Holfelt ', ' Peter Bruun', ' Stefania Serafin ']",Gergely,male,Cyprus ,2018,4,Fiddl: Evaluation of a Smartphone Based Application Designed for a Music Workshop for Children.,ICMC,Jonas,male,Peter,male,Stefania,female,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.99,0.99,0.99,,,,,,,,,,,,,,
"['Elliot K. Canfield-Dafilou', ' Eoin Callery', ' Christopher Jette ']",Elliot,male,Cyprus ,2018,3,A Portable Impulse Response Measurement System. ,ICMC,Eoin,male,Christopher,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.98,0.99,,,,,,,,,,,,,,,
"['Zacharias Vamvakousis', ' Alfonso Perez Carrillo', ' Rafael Ramirez ']",Zacharias,male,Cyprus ,2018,3,Acquisition of Violin Instrumental Gestures Using an Infrared Depth. Camera. ,ICMC,Alfonso,male,Rafael,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,0.99,,,,,,,,,,,,,,,
"['Brandon Westergaard', ' Timothy Hsu ']",Brandon,male,Cyprus ,2018,2,Simulating the Acoustic Environment of Two Historical Viennese Theaters. ,ICMC,Timothy,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
['Thibaut Carpentier '],Thibaut,male,Cyprus ,2018,1,A new implementation of Spat in Max. ,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"['Anastassia Andreasen', ' Jelisaveta Zovnercuka', ' Kristians Konovalovs', ' Michele Geronazzo', ' Stefania Serafin', ' Razvan Paisa ']",Anastassia,female,Cyprus ,2018,6,Navigate as a Bat. Real-Time Echolocation System in Virtual Reality. ,ICMC,Jelisaveta,female,Kristians,male,Michele,male,Stefania,female,Razvan,male,,,,,,,,,,,,,,,,,,,,,,,0.97,0.92,1.0,0.86,0.99,1.0,,,,,,,,,,,,
"['Matteo Lionello', ' Hendrik Purwins', ' Luca Pietrogrande', ' Mohamed Abou-Zleikha ']",Matteo,male,Cyprus ,2018,4,Interactive Exploration of Musical Space with Parametric t-SNE. ,ICMC,Hendrik,male,Luca,male,Mohamed,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.96,0.98,,,,,,,,,,,,,,
['Oswaldo Emiddio Vasquez Hadjilyra '],Oswaldo,male,Cyprus ,2018,1,You Are Here: Sonic Crossings and Time Indeterminacy within the Buffer Zone. ,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
"['Tomas Gajarsky', ' Hendrik Purwins ']",Tomas,male,Cyprus ,2018,2,An Xception Residual Recurrent Neural Network for Audio Event Detection and Tagging.,ICMC,Hendrik,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
"['Asmita Poddar', ' Eva Zangerle', ' Yi-Hsuan Yang ']",Asmita,female,Cyprus ,2018,3,#nowplaying-RS: A New Benchmark Dataset for Building Context-Aware Music Recommender Systems.,ICMC,Eva,female,Yi-Hsuan,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.98,0.71,,,,,,,,,,,,,,,
"['Benjamin Matuszewski', ' Frédéric Bevilacqua ']",Benjamin,male,Cyprus ,2018,2,Toward a Web of Audio Things. ,ICMC,Frédéric,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,,,,,,,,,,,,,,,,
"['Nick Bouris', ' Achilleas Chaldaeakes', ' Anastasia Georgaki ']",Nick,male,Cyprus ,2018,3,Analyzing and Classifying Guitarists from ,ICMC,Achilleas,male,Anastasia,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,0.98,,,,,,,,,,,,,,,
"['Furkan Yesiler', ' Baris Bozkurt', ' Xavier Serra ']",Furkan,male,Cyprus ,2018,3,Makam Recognition Using Extended Pitch Distribution Features and Multi-Layer Perceptrons.,ICMC,Baris,male,Xavier,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.98,0.99,,,,,,,,,,,,,,,
"['Adriano Baratè', ' Davide Andrea Mauro', ' Goffredo Haus', ' Luca Andrea Ludovico ']",Adriano,male,Cyprus ,2018,4,Formalizing Schoenberg’s Fundamentals of Musical Composition through Petri Nets. ,ICMC,Davide,male,Goffredo,male,Luca,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.96,0.96,,,,,,,,,,,,,,
"['Diemo Schwarz', ' Daniel Schindler', ' Severino Spadavecchia ']",Diemo,male,Cyprus ,2018,3,A Heuristic Algorithm for DJ Cue Point Estimation. ,ICMC,Daniel,male,Severino,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,0.99,0.98,,,,,,,,,,,,,,,
"['Eduardo Fonseca', ' Rong Gong', ' Xavier Serra ']",Eduardo,male,Cyprus ,2018,3,A Simple Fusion of Deep and Shallow Learning for Acoustic Scene Classification. ,ICMC,Rong,male,Xavier,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.59,0.99,,,,,,,,,,,,,,,
"['Marcelo Queiroz', ' Guilherme Jun Yoshimura ']",Marcelo,male,Cyprus ,2018,2,Relative DTW Embedding for Binary Classification of Audio Data. ,ICMC,Guilherme,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
"['Rameel Sethi', ' Noah Weninger', ' Abram Hindle', ' Vadim Bulitko', ' Michael Frishkopf ']",Rameel,male,Cyprus ,2018,5,Training Deep Convolutional Networks with Unlimited Synthesis of Musical Examples for Multiple Instrument Recognition.,ICMC,Noah,male,Abram,male,Vadim,male,Michael,male,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.88,0.96,1.0,0.99,,,,,,,,,,,,,
"['Jianyu Fan', ' Fred Tung', ' William Li', ' Philippe Pasquier ']",Jianyu,male,Cyprus ,2018,4,Soundscape Emotion Recognition via Deep Learning. ,ICMC,Fred,male,William,male,Philippe,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,0.96,0.99,0.99,,,,,,,,,,,,,,
