AllAuthors,FirstName1stAuthor,Gender,Place,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,Gender2,FirstName3rdAuthor,Gender3,FirstName4thAuthor,Gender4,FirstName5thAuthor,Gender5,FirstName6thAuthor,Gender6,FirstName7thAuthor,Gender7,FirstName8thAuthor,Gender8,FirstName9thAuthor,Gender9,FirstName10thAuthor,Gender10,FirstName11thAuthor,Gender11,FirstName12thAuthor,Gender12,FirstName13thAuthor,Gender13,FirstName14thAuthor,Gender14,FirstName15thAuthor,Gender15,FirstName16thAuthor,Gender16,FirstName17thAuthor,Gender17,Probability1,Probability2,Probability3,Probability4,Probability5,Probability6,Probability7,Probability8,Probability9,Probability10,Probability11,Probability12,Probability13,Probability14,Probability15,Probability16,Probability17
['Adrián Barahona and Sandra Pauletto'],Adrián,None,Spain,2019,1,P1.5. Perceptual Evaluation of Modal Synthesis for Impact-Based Sounds,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
"['Andreas Bergsland', ' Sigurd Saue and Pekka Stokke']",Andreas,male,Spain,2019,2,P1.6. VIBRA - Technical and Artistic Issues in an Interactive Dance Project,ICMC,Sigurd,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.98,,,,,,,,,,,,,,,,
['Hendrik Schreiber and Meinard Müller'],Hendrik,male,Spain,2019,1,P1.7. Musical Tempo and Key Estimation with Directional Convolutional Neural Networks,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"['Simone Spagnol', ' Kristján Bjarki Purkhús', ' Sverrir Karl Björnsson and Runar Unnthórsson']",Simone,male,Spain,2019,3,P1.8. The Viking HRTF Dataset,ICMC,Kristján,None,Sverrir,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.0,1.0,,,,,,,,,,,,,,,
"['Frank Pecquet', ' Fotis Moschos', ' David Fierro and Justin Pecquet']",Frank,male,Spain,2019,3,P1.9. Performing with Sound Sample-Controlled Gloves and Light-Controlled Arms,ICMC,Fotis,male,David,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,,,,,,,,,,,,,,,
['Zheng Jiang and Roger Dannenberg'],Zheng,male,Spain,2019,1,P1.10. Melody Identification in Standard MIDI Files,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,
"['Emir Demirel', ' Baris Bozkurt and Xavier Serra']",Emir,male,Spain,2019,2,P1.11. Automatic Chord-Scale Recognition using Harmonic Pitch Class Profiles,ICMC,Baris,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.98,,,,,,,,,,,,,,,,
['Max Neupert and Clemens Wegener '],Max,male,Spain,2019,1, Exciting Digital Resonators with Analogue Sound ,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
['Masatoshi Hamanaka '],Masatoshi,male,Spain,2019,1,D1.2.  Melody Slot Machine,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
['Anders Vinjar and Jean Bresson '],Anders,male,Spain,2019,1,D1.3.  OM-AI: A Toolkit to Support AI-Based Computer-Assisted Composition Workflows in OpenMusic,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
['Enrico Dorigatti '],Enrico,male,Spain,2019,1,D1.4.  URALi: a proposal of approach to real-time audio synthesis in Unity,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
['Silvan David Peter and Gerhard Widmer '],Silvan,male,Spain,2019,1,D1.5.  A Sequencer with Decoupled Track Timing,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,
['Víctor Jaime Marín and Alberto Peinado '],Víctor,None,Spain,2019,1,D1.6.  Musicypher: Music for Message Encryption,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
['Fu-Hai Frank Wu '],Fu-Hai,None,Spain,2019,1,D1.7.  A Platform for Processing Sheet Music and Developing Multimedia Application,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
"['Alejandro Villena-Rodríguez', ' Lorenzo J. Tardón', ' Isabel Barbancho', ' Ana M. Barbancho', ' Irene Gómez-Plazas and María-José Varela-Salinas ']",Alejandro,male,Spain,2019,5,D1.8.  Capturing the Reaction Time to Distinguish between Voice and Music,ICMC,Lorenzo,male,Isabel,female,Ana,female,Irene,female,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.98,0.98,0.99,,,,,,,,,,,,,
"['Silvin Willemsen ', ' Stefan Bilbao', ' Nikolaj Andersson and Stefania Serafin ']",Silvin,male,Spain,2019,3,D1.9.  Physical Models and Real-Time Control with the Sensel Morph,ICMC,Stefan,male,Nikolaj,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.98,0.99,,,,,,,,,,,,,,,
"['Romain Michon', ' Yann Orlarey', ' Stéphane Letz and Dominique Fober ']",Romain,male,Spain,2019,3,Comparison and Implementation of Data Transmission Techniques through Analog Audio Signals in the Context of Augmented Mobile Instruments,ICMC,Yann,male,Stéphane,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.98,0.0,,,,,,,,,,,,,,,
['Jerome Villeneuve and James Leonard '],Jerome,male,Spain,2019,1,S3.2.  Mass-Interaction Physical Models for Sound and Multi-Sensory Creation: Starting Anew,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
['Anıl Çamcı '],Anıl,None,Spain,2019,1,S3.3.  Exploring the Effects of Diegetic and Non-diegetic Audiovisual Cues on Decision-making in Virtual Reality,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
"['David Johnson', ' Daniela Damian and George Tzanetakis ']",David,male,Spain,2019,2,S3.4.  OSC-XR: A Toolkit for Extended Reality Immersive Music Interfaces,ICMC,Daniela,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.98,,,,,,,,,,,,,,,,
"['Andrea Passalenti', ' Razvan Paisa', ' Niels Christian Nilsson', ' Nikolaj S. Andersson', ' Federico Fontana', ' Rolf Nordahl and Stefania Serafin ']",Andrea,male,Spain,2019,6,S3.5.  No Strings Attached: Force and Vibrotactile Feedback in a Guitar Simulation,ICMC,Razvan,male,Niels,male,Nikolaj,male,Federico,male,Rolf,male,,,,,,,,,,,,,,,,,,,,,,,0.62,1.0,0.99,0.99,0.99,0.99,,,,,,,,,,,,
['Darrell Gibson and Richard Polfreman '],Darrell,male,Spain,2019,1,A Framework for the Evaluation of Interpolated Synthesizer Parameter Mapping ,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
"['Stephen Pearse', ' Leigh Landy', ' Duncan Chapman', ' David Holland and Mihai Eni ']",Stephen,male,Spain,2019,4,S4.2.  Composing with Sounds: Designing an Object Oriented Daw for the Teaching of Sound-Based Composition,ICMC,Leigh,male,Duncan,male,David,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.5,0.99,0.99,,,,,,,,,,,,,,
['Gordan Kreković '],Gordan,male,Spain,2019,1,S4.3.  Insights in Habits and Attitudes Regarding Programming Sound Synthesizers: A Quantitative Study,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,
"['Dmitri Kartofelev', ' Joann Arro and Vesa Välimäki ']",Dmitri,male,Spain,2019,2,S5.1.  Experimental Verification of Dispersive Wave Propagation on Guitar Strings,ICMC,Joann,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.83,,,,,,,,,,,,,,,,
"['Eero-Pekka Damskägg', ' Lauri Juvela and Vesa Välimäki ']",Eero-Pekka,male,Spain,2019,2,S5.2.  Real-Time Modeling of Audio Distortion Circuits with Deep Learning,ICMC,Lauri,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.55,,,,,,,,,,,,,,,,
['James Leonard and Jerome Villeneuve '],James,male,Spain,2019,1,S5.3.  MI-GEN~: An Efficient and Accessible Mass-Interaction Sound Synthesis Toolbox,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
['Jennifer Hsu and Tamara Smyth '],Jennifer,female,Spain,2019,1,S5.5.  Percussion synthesis using loopback frequency modulation oscillators,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
['Akira Maezawa '],Akira,male,Spain,2019,1,S5.6.  Deep Linear Autoregressive Model for Interpretable Prediction of Expressive Tempo,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,
"['Eduardo Magalhães', ' Emil Rosenlund Høeg', ' Gilberto Bernardes', ' Jon Ram Bruun-Pedersen', ' Stefania Serafin and Rolf Nordhal ']",Eduardo,male,Spain,2019,5,"Combining Texture-Derived Vibrotactile Feedback, Concatenative Synthesis and Photogrammetry for Virtual Reality Rendering",ICMC,Emil,male,Gilberto,male,Jon,male,Stefania,female,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.98,0.99,0.98,0.99,,,,,,,,,,,,,
"['Federico Avanzini', ' Adriano Baratè', ' Luca Andrea Ludovico and Marcella Mandanici ']",Federico,male,Spain,2019,3,Metrics for the Automatic Assessment of Music Harmony Awareness in Children,ICMC,Adriano,male,Luca,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.96,,,,,,,,,,,,,,,
"['Qichao Lan', ' Jim Tørresen and Alexander Refsum Jensenius ']",Qichao,male,Spain,2019,2,RaveForce: A Deep Reinforcement Learning Environment for Music Generation ,ICMC,Jim,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.98,,,,,,,,,,,,,,,,
['Meihui Tong and Satoshi Tojo '],Meihui,female,Spain,2019,1,P2.2.  Music Temperaments Evaluation Based on Triads,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
['Giovanni Santini '],Giovanni,male,Spain,2019,1,P2.3.  Composing space in the space: An Augmented and Virtual Reality sound spatialization system,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
['Pelle Juul Christensen and Stefania Serafin '],Pelle,male,Spain,2019,1,P2.4.  Graph Based Physical Models for Sound Synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,
"['Lynda Gerry', ' Sofia Dahl and Stefania Serafin ']",Lynda,female,Spain,2019,2,"P2.5.  ADPET: Exploring the Design, Pedagogy, and Analysis of a Mixed Reality Application for Piano Training",ICMC,Sofia,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.98,,,,,,,,,,,,,,,,
"['Kristoffer Landsnes', ' Liana Mehrabyan', ' Victor Wiklund', ' Fabian C. Moss', ' Robert Lieck and Martin Rohrmeier ']",Kristoffer,male,Spain,2019,5,P2.6.  Chord Prediction with The Annotated Beethoven Corpus,ICMC,Liana,female,Victor,male,Fabian,male,Robert,male,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.98,0.99,0.99,0.99,,,,,,,,,,,,,
"['Adrian B. Latupeirissa', ' Emma Frid and Roberto Bresin ']",Adrian,male,Spain,2019,2,P2.7.  Sonic Characteristics of Robots in Films,ICMC,Emma,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.93,,,,,,,,,,,,,,,,
"['Ali Adjorlu', ' Nathaly Belen Betancourt Barriga and Stefania Serafin ']",Ali,male,Spain,2019,2,P2.8.  Virtual Reality Music Intervention to Reduce Social Anxiety in Adolescents Diagnosed with Autism Spectrum Disorder,ICMC,Nathaly,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.98,,,,,,,,,,,,,,,,
['Lilian Jap and Andre Holzapfel '],Lilian,female,Spain,2019,1,P2.10.  Real-time Mapping of Periodic Dance Movements to Control Tempo in Electronic Dance Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,
"['Tom Davis', ' Daniel Pierson and Ann Bevan ']",Tom,male,Spain,2019,2,P2.11.  Increasing Access to Music in SEN Settings,ICMC,Daniel,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
['Arne Eigenfeldt '],Arne,male,Spain,2019,1,Interacting with Musebots (that don’t really listen) ,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
"['Akane Yasuhara', ' Junko Fujii and Tetsuro Kitahara ']",Akane,female,Spain,2019,2,D2.2.  Extending Jamsketch: An Improvisation Support System,ICMC,Junko,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,0.95,,,,,,,,,,,,,,,,
"['Swaroop Panda', ' Vinay P. Namboodiri and Shatarupa Thakurta Roy ']",Swaroop,male,Spain,2019,2,D2.3.  Visualizing Music Genres using a Topic Model,ICMC,Vinay,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
"['Daniel Hernán Molina Villota', ' Antonio Jurado-Navas and Isabel Barbancho ']",Daniel,male,Spain,2019,2,D2.4.  CompoVOX: Real-Time Sonification of Voice,ICMC,Antonio,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
"['Oscar Cobos', ' Jorge Munilla', ' Ana M. Barbancho', ' Isabel Barbancho and Lorenzo J. Tardón ']",Oscar,male,Spain,2019,4,D2.5.  Facial Activity Detection to Monitor Attention and Fatigue,ICMC,Jorge,male,Ana,female,Isabel,female,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.98,0.98,,,,,,,,,,,,,,
"['Eamon McCoy', ' John Greene', ' Jared Henson', ' James Pinder', ' Jonathan Brown', ' Claire Arthur']",Eamon,male,Spain,2019,6,D2.6.  The Chordinator: An Interactive Music Learning Device,ICMC,John,male,Jared,male,James,male,Jonathan,male,Claire,female,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,0.99,0.99,0.99,0.97,,,,,,,,,,,,
['Sascha Grollmisch and Estefania Cano '],Sascha,male,Spain,2019,1,D2.7.  Automatic Chord Recognition in Music Education Applications,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,
"['Signe Lund Mathiesen', ' Derek Victor Byrne and Qian Janice Wang ']",Signe,female,Spain,2019,2,D2.8.  Sonic Sweetener Mug,ICMC,Derek,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.99,,,,,,,,,,,,,,,,
"['Florian Colombo', ' Johanni Brea and Wulfram Gerstner ']",Florian,male,Spain,2019,2,Learning to Generate Music with BachProp ,ICMC,Johanni,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.72,,,,,,,,,,,,,,,,
"['Yucong Jiang', ' Fiona Ryan', ' David Cartledge and Christopher Raphael ']",Yucong,female,Spain,2019,3,S6.2.  Offline Score Alignment for Realistic Music Practice,ICMC,Fiona,female,David,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.97,0.99,,,,,,,,,,,,,,,
['Yucong Jiang and Christopher Raphael '],Yucong,female,Spain,2019,1,S6.3.  Piano Score-Following by Tracking Note Evolution,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"['Kaede Noto', ' Yoshinari Takegawa and Keiji Hirata ']",Kaede,female,Spain,2019,2,S6.4.  Adaptive Score-Following System by Integrating Gaze Information,ICMC,Yoshinari,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.99,,,,,,,,,,,,,,,,
['Beach Clark and Claire Arthur '],Beach,male,Spain,2019,1,S6.5.  Alternative Measures: A Musicologist Workbench for Popular Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,
"['Kin Wah Edward Lin', ' Tomoyasu Nakano and Masataka Goto ']",Kin,male,Spain,2019,2,VocalistMirror: A Singer Support Interface for Avoiding Undesirable Facial Expressions ,ICMC,Tomoyasu,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,1.0,,,,,,,,,,,,,,,,
['Hanna Järveläinen '],Hanna,female,Spain,2019,1,"S7.2.  Audiovisual perception of arousal, valence, and effort in contemporary cello performance",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,
"['Olof Misgeld', ' Andre Holzapfel and Sven Ahlbäck ']",Olof,male,Spain,2019,2,S7.3.  Dancing dots - investigating the link between dancer and musician in Swedish Folk Dance,ICMC,Andre,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.95,,,,,,,,,,,,,,,,
['Lonce Wyse and Muhammad Huzaifah'],Lonce,male,Spain,2019,1, Conditioning a Recurrent Neural Network to synthesize musical instrument transients,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,
"['Juliette Dubois', ' Anders Elowsson and Anders Friberg']",Juliette,female,Spain,2019,2,S8.2. Predicting Perceived Dissonance of Piano Chords Using a Chord-Class Invariant CNN and Deep Layered Learning,ICMC,Anders,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.99,,,,,,,,,,,,,,,,
"['Vincent P. Martin', ' Sylvain Reynal', ' Dogac Basaran and Hélène-Camille Crayencour ']",Vincent,male,Spain,2019,3,S8.3. Belief Propagation algorithm for Automatic Chord Estimation,ICMC,Sylvain,male,Dogac,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,1.0,,,,,,,,,,,,,,,
"['Changhong Wang', ' Emmanouil Benetos', ' Xiaojie Meng and Elaine Chew.']",Changhong,male,Spain,2019,3,S8.4. HMM-Based Glissando Detection for Recordings of Chinese Bamboo Flute,ICMC,Emmanouil,male,Xiaojie,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.98,0.52,,,,,,,,,,,,,,,
"['Christon-Ragavan Nadar', ' Jakob Abeßer and Sascha Grollmisch']",Christon-Ragavan,None,Spain,2019,2,S8.5. Towards CNN-based Acoustic Modeling of Seventh Chords for Automatic Chord Recognition,ICMC,Jakob,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.99,,,,,,,,,,,,,,,,
"['Fanny Roche', ' Thomas Hueber', ' Samuel Limier and Laurent Girin ']",Fanny,female,Spain,2019,3,"Autoencoders for music sound modeling: a comparison of linear, shallow, deep, recurrent and variational models",ICMC,Thomas,male,Samuel,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.99,0.99,,,,,,,,,,,,,,,
['Valentin Gillot and Frédéric Bimbot '],Valentin,male,Spain,2019,1,P3.2.  Polytopic reconfiguration: a graph-based scheme for the multiscale transformation of music segments and its perceptual assessment,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
['Martin Maunsbach and Stefania Serafin '],Martin,male,Spain,2019,1,P3.3.  Non-Linear Contact Sound Synthesis for Real-Time Audio-Visual Applications using Modal Textures,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
['Sepideh Shafiei '],Sepideh,female,Spain,2019,1,P3.4.  Analysis of Vocal Ornamentation in Iranian Classical Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
['Josué Moreno and Vesa Norilo '],Josué,None,Spain,2019,1,P3.5.  VUSAA: An Augmented Reality Mobile App for Urban Soundwalks,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
"['Helena Cuesta', ' Emilia Gómez and Pritish Chandna ']",Helena,female,Spain,2019,2,P3.6.  A Framework for Multi-f0 Modeling in SATB Choirs,ICMC,Emilia,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.98,,,,,,,,,,,,,,,,
['Tamara Smyth and Jennifer Hsu '],Tamara,female,Spain,2019,1,P3.7.  Representations of Self-Coupled Modal Oscillators with Time-Varying Sounding Frequency,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
['Andrea Valle '],Andrea,male,Spain,2019,1,P3.8.  SonaGraph. A cartoonified spectral model for music composition,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,
['Nolan Lem '],Nolan,male,Spain,2019,1,P3.9.  Sound in Multiples: Synchrony and Interaction Design of Coupled- Oscillator Networks,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
"['Dimitrios Vassilakis', ' Anastasia Georgaki and Christina Anagnostopoulou ']",Dimitrios,male,Spain,2019,2,P3.10.  Jazz Mapping an Analytical and Computational Approach to Jazz Improvisation,ICMC,Anastasia,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.98,,,,,,,,,,,,,,,,
"['A. Sophia Koepke', ' Olivia Wiles and Andrew Zisserman ']",Sophia,female,Spain,2019,2,P3.11.  Visual Pitch Estimation,ICMC,Olivia,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.97,,,,,,,,,,,,,,,,
['Olivier Lartillot'],Olivier,male,Spain,2019,1,"Miningsuite: A Comprehensive Matlab Framework For Signal, Audio and Music Analysis, Articulating Audio And Symbolic Approaches",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
"['África Chamorro', ' Ana M. Barbancho', ' Isabel Barbancho and Lorenzo J. Tardón']",África,None,Spain,2019,3,Drawing Geometric Figures with Braille Description through a Speech Recognition System,ICMC,Ana,female,Isabel,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.98,0.98,,,,,,,,,,,,,,,
"['Daniel Moreno', ' Isabel Barbancho', ' Ana M. Barbancho and Lorenzo J. Tardón']",Daniel,male,Spain,2019,3,Interactive Music Training System,ICMC,Isabel,female,Ana,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.98,0.98,,,,,,,,,,,,,,,
['Simon Blackmore'],Simon,male,Spain,2019,1,Copying Clave – A Turing Test,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
['Tejaswinee Kelkar and Lynda Gerry'],Tejaswinee,female,Spain,2019,1,Resonance Improviser: A System for Transmitting the Embodied Sensations of Vocalization Between Two People During Improvisation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
['Johan Pauwels and Mark B. Sandler'],Johan,male,Spain,2019,1,Finding New Practice Material through Chord-Based Exploration of a Large Music Catalogue,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
['Mads Hobye'],Mads,male,Spain,2019,1,Internal Complexity for Exploratory Interaction,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
"['Christian Baumann', ' Johanna Friederike Baarlink and Jan-Torsten Milde']",Christian,male,Spain,2019,2,Adaptive Body Movement Sonification in Music and Therapy,ICMC,Johanna,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.97,,,,,,,,,,,,,,,,
"['Davide Andrea Mauro', ' Federico Avanzini', ' Adriano Baratè', ' Luca Andrea Ludovico', ' Stavros Ntalampiras', ' Smilen Dimitrov and Stefania Serafin']",Davide,male,Italy,2020,6,#40. Sixteen years of Sound and Music Computing: A look into the history and trends of the Conference and Community,ICMC,Federico,male,Adriano,male,Luca,male,Stavros,male,Smilen,male,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,0.96,0.99,1.0,,,,,,,,,,,,
['Daniele Ghisi and Andrea Agostini'],Daniele,male,Italy,2020,1,#171. A compendium of bach's shortcomings as it turns ten (along with a few ideas on how to overcome them),ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,
['Jonathan Bell'],Jonathan,male,Italy,2020,1,"#222. Improvements in bach 0.8.1, a user's perspective",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
['Hans Lindetorp and Kjetil Falkenberg'],Hans,male,Italy,2020,1,#54. WebAudioXML: Proposing a new standard for structuring web audio,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,
"['Shin Kato', ' Tomohiro Ikeda', ' Mitsuaki Kawamorita', ' Manabu Tsukada and Hiroshi Esaki']",Shin,male,Italy,2020,4,#102. Web360Square: An interactive web application for viewing 3D audio-visual contents,ICMC,Tomohiro,male,Mitsuaki,male,Manabu,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,1.0,1.0,1.0,,,,,,,,,,,,,,
"['Federico Simonetta', ' Stavros Ntalampiras and Federico Avanzini']",Federico,male,Italy,2020,2,#108. ASMD: An automatic framework for compiling multimodal datasets with audio and scores,ICMC,Stavros,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
['Laura Bishop and Alexander Refsum Jensenius'],Laura,female,Italy,2020,1,#181. Reliability of two IR motion capture systems in a music performance setting,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
"['Davor B. Vincze', ' Hrvoje Hiršl and Jonathan S. Abel']",Davor,male,Italy,2020,2,#14. Strune – An interactive audio-visual installation inspired by string theory,ICMC,Hrvoje,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.0,,,,,,,,,,,,,,,,
"['Roberto Bresin', ' Sandra Pauletto', ' Jarmo Laaksolahti and Erik Gandini']",Roberto,male,Italy,2020,3,#43. Looking for the soundscape of the future: preliminary results applying the design fiction method,ICMC,Sandra,female,Jarmo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.98,0.99,,,,,,,,,,,,,,,
['Emma Frid and Hans Lindetorp'],Emma,female,Italy,2020,1,#57. Haptic music - Exploring whole-body vibrations and tactile sound for a multisensory music installation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,
"['Romain Michon', ' Daniel Overholt', ' Stéphane Letz', ' Yann Orlarey', ' Dominique Fober and Catinca Dumitrascu']",Romain,male,Italy,2020,5,#74. A Faust architecture for the ESP32 microcontroller,ICMC,Daniel,male,Stéphane,male,Yann,male,Dominique,male,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,0.99,0.98,0.57,,,,,,,,,,,,,
