Gender,Place,Year,NumberOfAuthors,Conference,Gender2,Gender3,Gender4,Gender5,Gender6,Gender7,Gender8,Gender9,Gender10,Gender11,Gender12,Gender13,Gender14,Gender15,Gender16,Gender17
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Stockholm,2013,4,SMC,female,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,6,SMC,male,male,female,male,female,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,7,SMC,male,male,female,male,male,male,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Stockholm,2013,5,SMC,female,male,female,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,6,SMC,male,male,male,male,female,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,5,SMC,male,female,female,female,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
None,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,5,SMC,male,male,female,female,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,6,SMC,male,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,7,SMC,male,male,male,male,male,male,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,5,SMC,female,male,male,female,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,7,SMC,male,male,female,female,male,male,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,None,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,5,SMC,female,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,3,SMC,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,7,SMC,male,male,male,male,male,male,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,6,SMC,male,female,male,male,male,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,male,male,None,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,5,SMC,male,male,female,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,female,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,5,SMC,male,male,male,female,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,female,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,male,male,female,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,3,SMC,male,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,6,SMC,male,female,female,male,male,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,None,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,female,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,5,SMC,male,female,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,6,SMC,male,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,7,SMC,male,male,male,male,male,male,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,9,SMC,female,male,male,male,male,female,male,male,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Greece,2014,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,3,SMC,female,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,9,SMC,male,male,female,female,male,male,female,male,null,null,null,null,null,null,null,null
male,Greece,2014,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Greece,2014,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
