Gender,Place,Year,NumberOfAuthors,Conference,Gender2,Gender3,Gender4,Gender5,Gender6,Gender7,Gender8,Gender9,Gender10,Gender11,Gender12,Gender13,Gender14,Gender15,Gender16,Gender17
male,Spain,2010,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,7,SMC,male,female,male,female,female,male,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,4,SMC,None,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,4,SMC,None,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,5,SMC,None,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,6,SMC,male,male,male,female,male,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,3,SMC,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Spain,2010,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Spain,2010,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,4,SMC,male,female,female,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,4,SMC,male,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,5,SMC,male,female,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,5,SMC,male,male,male,female,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,5,SMC,female,female,female,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,6,SMC,male,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null
female,Italy,2011,7,SMC,male,female,male,male,male,male,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,4,SMC,female,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Italy,2011,3,SMC,male,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Italy,2011,4,SMC,male,male,female,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
None,Italy,2011,6,SMC,male,female,male,male,male,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Italy,2011,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Italy,2011,6,SMC,male,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null
female,Italy,2011,6,SMC,male,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,3,SMC,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Denmark,2012,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,4,SMC,male,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Denmark,2012,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,3,SMC,male,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,3,SMC,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Denmark,2012,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,4,SMC,female,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,4,SMC,male,male,female,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,3,SMC,female,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Denmark,2012,7,SMC,male,male,male,male,male,male,null,null,null,null,null,null,null,null,null,null
female,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Denmark,2012,3,SMC,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Denmark,2012,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Denmark,2012,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,4,SMC,male,female,female,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Stockholm,2013,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,4,SMC,female,male,female,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
None,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Stockholm,2013,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
None,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,8,SMC,male,male,male,male,male,male,female,null,null,null,null,null,null,null,null,null
None,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,4,SMC,male,female,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,female,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,6,SMC,male,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,female,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,3,SMC,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Stockholm,2013,10,SMC,male,male,male,male,male,female,male,male,male,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,4,SMC,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,2,SMC,male,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
female,Stockholm,2013,4,SMC,male,male,female,null,null,null,null,null,null,null,null,null,null,null,null,null
male,Stockholm,2013,5,SMC,male,male,male,male,null,null,null,null,null,null,null,null,null,null,null,null
