Gender0Female,Gender1Male,Gender0None,Place,Year,NumberOfAuthors,Conference,Gender1Female,Gender0Male,Gender3,Gender4,Gender5,Gender6,Gender7,Gender8,Gender9,Gender10,Gender11,Gender10,Gender13,Gender14,Gender15,Gender16,Gender17
0,1,0,Portugal,9,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Portugal,9,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Portugal,9,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Portugal,9,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Portugal,9,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Portugal,9,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Portugal,9,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Portugal,9,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Portugal,9,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Portugal,9,3,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Portugal,9,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Portugal,9,3,SMC,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Portugal,9,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Portugal,9,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,4,SMC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Spain,10,4,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,3,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,4,SMC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Spain,10,4,SMC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,6,SMC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,5,SMC,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,7,SMC,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,4,SMC,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,4,SMC,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,5,SMC,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,4,SMC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,4,SMC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,6,SMC,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,3,SMC,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,4,SMC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Spain,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Spain,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,4,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,4,SMC,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,5,SMC,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,5,SMC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,5,SMC,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,4,SMC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,6,SMC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Italy,11,7,SMC,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,4,SMC,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Italy,11,3,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,4,SMC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Italy,11,4,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Italy,11,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,Italy,11,6,SMC,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Italy,11,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Italy,11,6,SMC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Italy,11,6,SMC,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,4,SMC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,3,SMC,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Denmark,10,0,SMC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,4,SMC,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Denmark,10,5,SMC,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,3,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,4,SMC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,4,SMC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,3,SMC,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Denmark,10,0,SMC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,5,SMC,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,4,SMC,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,4,SMC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,4,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,3,SMC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,4,SMC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Denmark,10,7,SMC,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1,0,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Denmark,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,4,SMC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Denmark,10,3,SMC,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Denmark,10,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Denmark,10,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,4,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,3,SMC,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,5,SMC,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,3,SMC,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,0,SMC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,1,SMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,4,SMC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Stockholm,13,4,SMC,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,3,SMC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,Stockholm,13,0,SMC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
