Gender0Female,Gender1Male,Gender0None,Place,Year,NumberOfAuthors,Conference,Gender2,Gender3,Gender4,Gender5,Gender6,Gender7,Gender8,Gender9,Gender10,Gender11,Gender12,Gender13,Gender14,Gender15,Gender16,Gender17
0,1,0,Portugal,2009,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Portugal,2009,3,SMC,1,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Portugal,2009,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Portugal,2009,3,SMC,2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Portugal,2009,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Portugal,2009,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,4,SMC,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Spain,2010,4,SMC,1,2,2,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,3,SMC,1,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,4,SMC,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Spain,2010,4,SMC,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,6,SMC,1,1,1,1,1,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,5,SMC,1,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,7,SMC,1,2,1,2,2,1,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,4,SMC,0,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,4,SMC,0,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,5,SMC,0,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,4,SMC,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,4,SMC,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,6,SMC,1,1,1,2,1,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,3,SMC,2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,4,SMC,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Spain,2010,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Spain,2010,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,4,SMC,1,2,2,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,4,SMC,1,2,1,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,5,SMC,1,2,1,1,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,5,SMC,1,1,1,2,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,5,SMC,2,2,2,1,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,4,SMC,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,6,SMC,1,1,1,1,1,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Italy,2011,7,SMC,1,2,1,1,1,1,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,4,SMC,2,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Italy,2011,3,SMC,1,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,4,SMC,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Italy,2011,4,SMC,1,1,2,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,0,1,Italy,2011,6,SMC,1,2,1,1,1,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Italy,2011,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Italy,2011,6,SMC,1,1,1,1,1,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Italy,2011,6,SMC,1,1,1,1,1,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,4,SMC,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,3,SMC,2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Denmark,2012,2,SMC,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,4,SMC,1,2,1,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Denmark,2012,5,SMC,1,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,3,SMC,1,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,4,SMC,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,4,SMC,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,3,SMC,2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Denmark,2012,2,SMC,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,5,SMC,1,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,4,SMC,2,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,4,SMC,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,4,SMC,1,1,2,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,3,SMC,2,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,4,SMC,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Denmark,2012,7,SMC,1,1,1,1,1,1,null,null,null,null,null,null,null,null,null,null
1,0,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,4,SMC,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Denmark,2012,3,SMC,2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Denmark,2012,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Denmark,2012,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,4,SMC,1,2,2,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,3,SMC,2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,5,SMC,1,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,3,SMC,2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,2,SMC,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,4,SMC,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Stockholm,2013,4,SMC,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,4,SMC,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,4,SMC,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,3,SMC,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,0,0,Stockholm,2013,1,SMC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,4,SMC,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,4,SMC,2,1,2,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,0,1,Stockholm,2013,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,2,SMC,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0,1,0,Stockholm,2013,2,SMC,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
