,AllAuthors,FirstName1stAuthor,Gender,Place,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,Gender2,FirstName3rdAuthor,Gender3,FirstName4thAuthor,Gender4,FirstName5thAuthor,Gender5,FirstName6thAuthor,Gender6,FirstName7thAuthor,Gender7,FirstName8thAuthor,Gender8,FirstName9thAuthor,Gender9,FirstName10thAuthor,Gender10,FirstName11thAuthor,Gender11,FirstName12thAuthor,Gender12,FirstName13thAuthor,Gender13,FirstName14thAuthor,Gender14,FirstName15thAuthor,Gender15,FirstName16thAuthor,Gender16,FirstName17thAuthor,Gender17,Probability1,Probability2,Probability3,Probability4,Probability5,Probability6,Probability7,Probability8,Probability9,Probability10,Probability11,Probability12,Probability13,Probability14,Probability15,Probability16,Probability17
657,"Dobrian, Christopher",,,Slovenia,2012,,A METHOD FOR COMPUTER CHARACTERIZATION OF “GESTURE” IN MUSICAL IMPROVISATION,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,"Bretan, Mason; Cicconet, Marcelo; Nikolaidis, Ryan; Weinberg, Gil",,,Slovenia,2012,,DEVELOPING AND COMPOSING FOR A ROBOTIC MUSICIAN USING DIFFERENT MODES OF INTERACTION,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,"Eckel, Gerhard; Rumori, Martin; Pirrò, David; González-Arroyo, Ramón",,,Slovenia,2012,,A FRAMEWORK FOR THE CHOREOGRAPHY OF SOUND,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,"Wozniewski, Mike; Settel, Zack; Quessy, Alexandre; Matthews, Tristan; Courchesne, Luc",,,Slovenia,2012,,SPATOSC: PROVIDING ABSTRACTION FOR THE AUTHORING OF INTERACTIVE SPATIAL SUDIO EXPERIENCES,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,"Dolphin, Andrew",,,Slovenia,2012,,CYCLICAL FLOW: SPATIAL SYNTHESIS SOUND TOY AS MULTICHANNEL COMPOSITION TOOL,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,"Vogt, Katharina; Pirro, David; Rumori, Martin; Hoeldrich, Robert",,,Slovenia,2012,,SOUNDS OF SIMULATIONS: DATA LISTENING SPACE,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,"Rubisch, Julian; Doppler, Jakob; Schuster, Stefan; Raffaseder, Hannes",,,Slovenia,2012,,SEMANTIC MOVIE SCENE ANNOTATION FOR RAPID PROTOTYPING OF SCORE MUSIC,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,"Kim, Tae Hun; Weinzierl, Stefan",,,Slovenia,2012,,PHRASE BOUNDARY ESTIMATION IN MUSIC PERFORMANCE WITH HMM-BASED UNSUPERVISED LEARNING,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,"Xiong, Bo; Izmirll, Ozgur",,,Slovenia,2012,,AUDIO-TO-AUDIO ALIGNMENT USING PARTICLE FILTERS TO HANDLE SMALL AND LARGE SCALE PERFORMANCE DISCREPANCIES,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,"Odowichuk, Gabrielle; Tzanetakis, George",,,Slovenia,2012,,BROWSING MUSIC AND SOUND USING GESTURES IN A SELF-ORGANIZED 3D SPACE,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,"Smith, Benjamin; Garnett, Guy E.",,,Slovenia,2012,,ADVANCING EXPERT HUMAN-COMPUTER INTERACTION THROUGH MUSIC,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,"Tsai, Kun-Ting; Liu, Che-Wei; Tseng, Yu-Chung",,,Slovenia,2012,,SURRSOUND,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,"Thomas, Verena; Clausen, Michael",,,Slovenia,2012,,MOTIFVIEWER: HIERARCHICAL PATTERN DETECTION,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,"Siska, Ádám",,,Slovenia,2012,,PARTIAL TRACKING IN TWO STEPS,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,"Jekovec, Matevž; Demšar, Janez; Brodnik, Andrej",,,Slovenia,2012,,COMPUTER AIDED MELODIC ANALYSIS USING SUFFIX TREE,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,"Knight, Peter",,,Slovenia,2012,,"ALLOTROPE: WORKS FOR SOLO TRUMPET, LAPTOP, PEDALS AND GUITAR AMPLIFIER",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,"Forbes, Angus; Odai, Kiyomitsu",,,Slovenia,2012,,ITERATIVE SYNAESTHETIC COMPOSING WITH MULTIMEDIA SIGNALS,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,"Pon, Aura; Ichino, Junko; Eagle, David; Sharlin, Ehud; D’Alessandro, Nicolas; Carpendale, Sheelagh",,,Slovenia,2012,,VUZIK: A PAINTING GRAPHIC SCORE INTERFACE FOR COMPOSING AND CONTROL OF SOUND GENERATION,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,"Einbond, Aaron; Trapani, Christopher; Schwarz, Diemo",,,Slovenia,2012,,PRECISE PITCH CONTROL IN REAL TIME CORPUS-BASED CONCATENATIVE SYNTHESIS,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,"Grill, Thomas; Flexer, Arthur",,,Slovenia,2012,,VISUALIZATION OF PERCEPTUAL QUALITIES IN TEXTURAL SOUNDS,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,"Gabrielli, Leonardo; Gabrielli, Daniele",,,Slovenia,2012,,THE YIN YANG THEORY IN SOUND AND MUSIC: A FIRST EXPLORATION,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,"Schwarz, Diemo; Hackbarth, Benjamin",,,Slovenia,2012,,NAVIGATING VARIATION: COMPOSING FOR AUDIO MOSAICING,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,"Pirnia, Abbas; McCormack, Jon",,,Slovenia,2012,,COMPRESSED MULTIDIMENSIONAL TREES FOR EVOLUTIONARY MUSIC REPRESENTATION,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,"Mudd, Tom",,,Slovenia,2012,,"FLEXIBILITY, SUBTLETY AND SPONTANEITY IN NEW INSTRUMENT DESIGN: THE FEEDBACK JOYPAD",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,"McGee, Ryan; Wright, Matthew",,,UK,2011,,Sound Element Spatializer,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,"Melchior, Frank; Michaelis, Uwe; Steffens, Robert",,,UK,2011,,Spatial Mastering - a new concept for spatial sound design in object-based audio scenes,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,"Ness, Steven; Odowichuk, Gabrielle; Driessen, Peter; Tzanetakis, George",,,UK,2011,,Controlling Real Time Sound Spatialization Using The Radiodrum,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,"Wakefield, Graham; Smith, Wesley",,,UK,2011,,COSM: A toolkit for composing immersive audio-visual worlds of agency and autonomy,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,"Sazdov, Robert",,,UK,2011,,The influence of sub-woofer frequencies within a multi-channel loudspeaker configuration on the perception of spatial attributes in a concert hall environment,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,"Macedo, Frederico",,,UK,2011,,"Phenomenology, Spatial Music and the Composer: prelude to a phenomenology of space in acousmatic music",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,"Kendall, Gary S.; Cabrera, Andrés",,,UK,2011,,Why things don't work: What you need to know about spatial audio,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,"Valiquet, Patrick",,,UK,2011,,The Spatialisation of Stereophony: Taking Positions in Post-War Electroacoustic Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,"Kirke, Alexis; Miranda, Eduardo R.",,,UK,2011,,Developing methods for computer programming by musical performance and composition,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,"Battey, Brett",,,UK,2011,,Sound synthesis and composition with compression-controlled feedback,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,"Döbereiner, Luc",,,UK,2011,,PhinGen: A Physically Informed Stochastic Synthesis Generator,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,"Ariza, Christopher; Cuthbert, Michael Scott",,,UK,2011,,"The music21 Stream: A New Object Model for Representing, Filtering, and Transforming Symbolic Musical Structures",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,"Eacott, John",,,UK,2011,,Flood Tide See Further: Sonification as Musical Performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,"Lindborg, PerMagnus; Beetuan Koh, Joyce",,,UK,2011,,Multi-dimensional spatial sound design for 'On the String',ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,"Gao, Mingfei Mike",,,UK,2011,,"CYCLIC-N, a real-time mobile multi-touch application for composition, improvisation and education",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,"Bresson, Jean; Schumacher, Marlon",,,UK,2011,,Representation and Interchange of Sound Spatialization Data for Compositional Applications,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,"Miranda, Eduardo R.; Adamatzky, Andrew; Jones, Jeff",,,UK,2011,,Unconventional Computing for Music: Sound Synthesis with Slime Mould,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,"Lazzarini, Victor; Kleimola, Jari; Timoney, Joseph; Välimäki, Vesa",,,UK,2011,,Aspects of second order feedback AM synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,"Norilo, Vesa",,,UK,2011,,Designing Synthetic Reverberators in Kronos,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,"Schacher, Jan C.; Bisig, Daniel; Neukom, Martin",,,UK,2011,,Composing with Swarm Algorithms - Creating interactive audio-visual pieces with flocking behavior,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,"Trützschler von Falkenstein, Jan; Baracskai, Zlatko",,,UK,2011,,A Graphical User Interface for Supercollider Audio Units,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,"Grierson, Mike; Kiefer, Chris; Yee-King, Matthew",,,UK,2011,,Progress Report on the EAVI BCI Toolkit for Music: Musical Applications of Algorithms for use with consumer brain computer interfaces,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,"van Nispen tot Pannerden, Than; Huiberts, Sander; Donders, Sebastiaan; Koch, Stan",,,UK,2011,,The NLN-Player: A system for nonlinear music in games,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,"Berndt, Axel",,,UK,2011,,Musical Tempo Curves,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,"Yee-King, Matthew John",,,UK,2011,,An autonomous timbre matching improviser,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,"Pearse, Stephen A.",,,UK,2011,,Gestural Mappings: Towards the Creation of a Three Dimensional Composition Environment,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,"Lynch, Hugh; Sazdov, Robert",,,UK,2011,,An ecologically valid experiment for the comparison of established spatial techniques,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,"Boenn, Georg; Brain, Martin; De Vos, Marina; ffitch, John",,,UK,2011,,Anton - A Rule-Based Composition System,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,"Serquera, Jaime; Miranda, Eduardo R.",,,UK,2011,,Cellular automata dynamic control for sound design with histogram mapping synthesis and the multitype voter model,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,"Erbe, Tom",,,UK,2011,,PVOC KIT: new applications of the phase vocoder,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,"Polfreman, Richard",,,UK,2011,,Multi-modal instrument: towards a platform for comparative controller evaluation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,"Kirke, Alexis; Miranda, Eduardo; Chiaramonte, Antonino; Troisi, Anna R.; Matthias, John; Radtke, Jeff; Fry, Nicholas; McCabe, Catherine; Bull, Martyn",,,UK,2011,,Cloud chamber: a performance involving real time two-way interaction between subatomic radioactive particles and violinist,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,"Clement, Ross",,,UK,2011,,Automatic Synthesiser Programming,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,"Gold, Nicolas; Krinke, Jens; Harman, Mark; Binkley, David",,,UK,2011,,Cloning in Max/MSP Patches,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,"Pasoulas, Aki",,,UK,2011,,Stimulus Complexity and Time Judgments,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,"Hong Park, Tae; Hyman, David; Leonard, Peter; Hermans, Phillip",,,UK,2011,,Towards a comprehensive framework for electro-acoustic music analysis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,"Woolley, Jason",,,UK,2011,,Mapping change over time within stereo Acousmatic Music – A Case Study,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,"Emanuele Cella, Carmine",,,UK,2011,,Sound-types: a new framework for symbolic sound analysis and synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,"Dannenberg, Roger B.",,,UK,2011,,A Virtual Orchestra for Human-Computer Music Performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,"d’Alessandro, Nicolas; Dutoit, Thierry; Fels, Sidney; Ooge, Christophe",,,UK,2011,,Analysis-by-Performance: Gesturally-Controlled Voice Synthesis as an Input for Modelling of Vibrato in Singing,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,"Ramos, Javier; Cadiz, Rodrigo F.",,,UK,2011,,Sound synthesis model based on the simulation of a gaussian bouncing wave packet,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,"Müller, Meinard; Konz, Verena; Jiang, Nanzhu; Zuo, Zhe",,,UK,2011,,A Multi-perspective user interface for music signal analysis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,"Todoroff, Todor; Benmadhkour, Radhwan; Chessini, Ricardo",,,UK,2011,,Multimodal Control of Music and Fire Patterns,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,"Colmenares, Juan A.; Saxton, Ian; Battenberg, Eric; Avizienis, Rimas; Peters, Nils; Asanovic, Krste; Kubiatowicz, John D.; Wessel, David",,,UK,2011,,Real-time Musical Applications on an Experimental Operating System for Multi-Core Processors,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,"Hope, Cat; Vickery, Lindsay",,,UK,2011,,Screen Scores: New Media Music Manuscripts,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,"Bossis, Bruno",,,UK,2011,,History of electroacoustic music through filmed sources: an example at IRCAM,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,"Ratcliffe, Robert",,,UK,2011,,New forms of hybrid musical discourse: an exploration of stylistic and procedural crossfertilisation between contemporary art music and electronic dance music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,"Donnarumma, Marco",,,UK,2011,,XTH SENSE: a study of muscle sounds for an experimental paradigm of musical performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,"Gabrielli, Leonardo; Välimäki, Vesa; Bilbao, Stefan",,,UK,2011,,Real-time emulation of the Clavinet,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,"Pigott, Jon; Kontogeorgakopoulos, Alexandros",,,UK,2011,,Physical Thinking: two approached to mechanical sound design,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,"Ahmad, Wasim; Kondoz, Ahmet M.",,,UK,2011,,Analysis and Synthesis of Hand Clapping Sounds Based on Adaptive Dictionary,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,"Kirke, Alexis; Miranda, Eduardo R.",,,UK,2011,,Emergent Construction of melodic pitch and hierarchy through agents communicating emotion without melodic intelligence,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,"Schedel, Margaret; Fiebrink, Rebecca",,,UK,2011,,A Demonstration of Bow Articulation Recognition with Wekinator and K-Bow,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,"Grierson, Mike; Kiefer, Chris",,,UK,2011,,"Maximillian: An easy to use, cross platform C++ Toolkit for interactive audio and synthesis applications",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,"Kirke, Alexis; Bonnot, Matthieu; Miranda, Eduardo R.",,,UK,2011,,Towards using expressive performance algorithms for typist emotion detection,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,"Brent, William",,,UK,2011,,A perceptually based onset detector for real-time and offline audio parsing,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,"Bond, Daryn",,,UK,2011,,The Harmonic Matrix: Exploring the geometry of Pitch,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,"Perkins, Rhys",,,UK,2011,,Mapping 3D Objects To Synthesised Sound Using A Simulated Physics System,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,"Canning, Rob",,,UK,2011,,The M2 Compositions: A Technical Overview of a Modular Work Flow Towards the Creation of a Video Score,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,"Kretz, Johannes",,,UK,2011,,KLANGPILOT - a new interface for “writing” (not only) synthetic sounds,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,"Otondo, Felipe",,,UK,2011,,Flexible spatial design for dance performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,"Hamanaka, Masathoshi; Yoshiya, Mikito; Yoshida, Shyuhei",,,UK,2011,,Constructing Music Applications for Smartphones,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,"Schwarz, Diemo; Cahen, Roland; Brument, François; Ding, Hui; Jacquemin, Christian",,,UK,2011,,Sound Level of Detail in Interactive Audiographic 3D Scenes,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,"Nagashima, Yoichi",,,UK,2011,,Untouchable instruments and Performances,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,"Wyse, Lonce; Tan, Keith; Kellock, Peter",,,UK,2011,,Representing and Automating Rhythmic Pattern Transformations,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,"Weinel, Jonathan",,,UK,2011,,Tiny Jungle: Psychedelic Techniques in Audio-Visual Composition,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,"Schroeder, Benjamin; Ainger, Marc; Parent, Richard",,,UK,2011,,"The Visible String, a Direct Audiovisual Model",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,"Bresson, Jean; Stroppa, Marco",,,UK,2011,,The Control of the CHANT Synthesizer in OpenMusic: Modelling Continuous Aspects in Sound Synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,"Ando, Daichi",,,UK,2011,,CACIE CB: Genetic programming based composition-aid system by shopping basket interface,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,"Haworth, Christopher",,,UK,2011,,Composing with Absent Sound,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,"Bessell, David",,,UK,2011,,Ophidian and the Uncanny Valley,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,"Kirke, Alexis; Freeman, Samuel; Miranda, Eduardo R.",,,UK,2011,,Application of multi-agent whale modeling to an interactive saxophone and whales duet,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,"Jette, Christopher; Kirchoff, Keith",,,UK,2011,,Wii Play Piano: Composing for Piano and Wii Remote,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,"Ash, Kingsley Michael; Stavropoulos, Niko",,,UK,2011,,LiveCell: Real-Time Score Generation Through Interactive Generative Composition,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,"Emmerson, Simon",,,UK,2011,,Music – Imagination - Technology,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,"Dobson, Elizabeth; Flewitt, Rosie; Littleton, Karen; Miell, Dorothy",,,UK,2011,,Studio based composers in collaboration: a socioculturally framed study,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,"King, Andrew",,,UK,2011,,An interface to support creative studio practice,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,"Cipriani, Alessandro; Giri, Maurizio",,,UK,2011,,"Innovation, Interaction, experience and imagination in computer music education",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,"Takegawa, Yoshinari; Tsukamoto, Masahiko; Terada, Tsutomu",,,UK,2011,,Design and Implementation of a Piano Practice Support System using a Real-Time Fingering Recognition Technique,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,"Tutschku, Hans",,,UK,2011,,Using the iPhone for live-electronics in my composition Irrgaerten for two pianos,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,"Essl, Georg",,,UK,2011,,Automated Ad Hoc Networking for Mobile and Hybrid Music Performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,"Xambó, Anna; Laney, Robin; Dobbyn, Chris; Jordà, Sergi",,,UK,2011,,Multi-touch interaction principles for collaborative real-time music activities: towards a pattern language,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,"Wang, Ge; Oh, Jieun; Salazar, Spencer; Hamilton, Robert",,,UK,2011,,World Stage: A Crowd-sourcing Paradigm for Interactive Social / Mobile Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,"Knapp, Benjamin R.; Lyon, Eric",,,UK,2011,,The measurement of performer and audience emotional state as a new means of computer music interaction: a performance case study,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,"Linson, Adam",,,UK,2011,,Unnecessary Constraints: A Challenge to Some Assumptions of Digital Musical Instrument Design,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,"Roberts, Charles",,,UK,2011,,Control: Software for End-User Interface Programming and Interactive Performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,"Brent, William",,,UK,2011,,Aspects of gesture in Digital Musical Instrument Design,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,"Menezes, Flo",,,UK,2011,,The Timelessness of Maximal Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,"Hoadley, Richard",,,UK,2011,,Sculpture as Music Interface,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,"Puckette, Miller",,,UK,2011,,Infuriating Nonlinear Reverberator,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
