,AllAuthors,FirstName1stAuthor,Gender,Place,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,Gender2,FirstName3rdAuthor,Gender3,FirstName4thAuthor,Gender4,FirstName5thAuthor,Gender5,FirstName6thAuthor,Gender6,FirstName7thAuthor,Gender7,FirstName8thAuthor,Gender8,FirstName9thAuthor,Gender9,FirstName10thAuthor,Gender10,FirstName11thAuthor,Gender11,FirstName12thAuthor,Gender12,FirstName13thAuthor,Gender13,FirstName14thAuthor,Gender14,FirstName15thAuthor,Gender15,FirstName16thAuthor,Gender16,FirstName17thAuthor,Gender17,Probability1,Probability2,Probability3,Probability4,Probability5,Probability6,Probability7,Probability8,Probability9,Probability10,Probability11,Probability12,Probability13,Probability14,Probability15,Probability16,Probability17
2355,"Frank, Robert J.; Steinke, Willi",,,Germany,2000,,"Bridging the Gulf Between Music and Listener: Effect of Style Label and Descriptive Notes on Listeners' Ratings of Understanding, Liking, and Artistic Merit of Computer Music",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,"Frederics, Howard Jonathan",,,Germany,2000,,"Lars-Gunnar Bodin's ""Anima"": Intervallic Symmetry as Metaphor for A Cybernetic Age",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,"Freed, Adrian; Aviziensis, Rimas",,,Germany,2000,,A New Music Keyboard with Continuous Key-position Sensing and High-speed Communication,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,"Freed, Adrian; Isvan, Osman",,,Germany,2000,,"Musical Applications of New, Multi-axis Guitar String Sensors",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,"Fujinaga, Ichiro; MacMillan, Karl",,,Germany,2000,,Realtime Recognition of Orchestral Instruments,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,"Garcia, Denise",,,Germany,2000,,Body Representations in the Electroacoustic Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,"Giannakis, Kostas; Smith, Matt",,,Germany,2000,,Auditory-Visual Associations for Music Compositional Processes: A Survey,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,"Helmuth, Mara",,,Germany,2000,,Sound Exchange and Performance on Internet2,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,"Hirata, Keiji; Hiraga, Rumi",,,Germany,2000,,Next Generation Performance Rendering ‒ Exploiting Controllability,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,"Höthker, Karin; Hörnel, Dominik",,,Germany,2000,,Harmonizing in Real-Time with Neural Networks,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,"Huang, Patty; Serafin, Stefania; Smith, Julius O.",,,Germany,2000,,A Waveguide Mesh Model of High-Frequency Violin Body Resonances,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,"Hugill, Andrew; Landy, Leigh",,,Germany,2000,,"The Music, Technology and Innovation Research Group (MTIRG) at De Montfort University ‒ Studio Report",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,"Hunt, Andy; Wanderley, Marcelo M.; Kirk, Ross",,,Germany,2000,,Towards a Model for Instrumental Mapping in Expert Musical Interaction,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,"Hwang, Jaein; Kim, Gerard Jounghyun",,,Germany,2000,,Design and Analysis of Virtual Musical Environments (VME),ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,"Ishikawa, Osamu; Aono, Yushi; Katayose, Haruhiro; Inokuchi, Seiji",,,Germany,2000,,Extraction of Musical Performance Rules Using a Modified Algorithm of Multiple Regression Analysis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,"Jôrvelôinen, Hanna; Verma, Tony; Vôlimôki, Vesa",,,Germany,2000,,The effect of inharmonicity on pitch in string instrument sounds,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,"Kaper, Hans G.; Tipei, Sever; Wright, Jeff M.",,,Germany,2000,,DISCO: An Object-Oriented System for Music Composition and Sound Design,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,"Karpen, Richard; Pampin, Juan; Battey, Bret; Kirby, Chad",,,Germany,2000,,CARTAH/SMCC Studio Report,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,"Killian, Jürgen; Hoos, Holger H.",,,Germany,2000,,VISCO ‒ Visual SALIERI Components,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,"Kuchera-Morin, JoAnn; Roads, Curtis; de Campo, Alberto; Deane, Anne; Pope, Stephen T.",,,Germany,2000,,CREATE Studio Report 2000,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,"Kuivila, Ronald",,,Germany,2000,,Forests and Trees: distinguishing many from few with a video camera,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,"Laurson, Mikael",,,Germany,2000,,Real-Time Implementation and Control of a Classical Guitar Synthesizer in SuperCollider,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,"Leider, Colby N.",,,Germany,2000,,curvePainter: A New Compositional Tool,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,"Letz, Stephane; Fober, Dominique; Orlarey, Yann",,,Germany,2000,,Real-time composition in Elody,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,"Liu, Jian-Li; Hiraga, Rumi; Igarashi, Shigeru",,,Germany,2000,,"Musical Analysis of a Computer Music Project, by Computer-Assistance, for Computer Music Applications",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,"Lu, Hui-Ling; Smith, Julius O.",,,Germany,2000,,Glottal source modeling for singing voice synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,"Lundén, Peter",,,Germany,2000,,Snd3D; a 3D sound system for VR and interactive applications,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,"Lyon, Eric",,,Germany,2000,,The Bregman Electronic Music Studio at Dartmouth College,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,"Marolt, Matija",,,Germany,2000,,Adaptive oscillator networks for partial tracking and piano music transcription,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,"Matsuda, Shu; Rai, Takayuki",,,Germany,2000,,DIPS : the real-time digital image processing objects for Max environment,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,"McCartney, James",,,Germany,2000,,"A New, Flexible Framework for Audio and Image Synthesis.",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,"Mellody, Maureen; Wakefield, Gregory H.",,,Germany,2000,,Signal Analysis of the Singing Voice: Low-Order Representations of Singer Identity,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,"Melucci, Massimo; Orio, Nicola; Gambalunga, Marco",,,Germany,2000,,An Evaluation Study on Music Perception for Music Content-based Information Retrieval,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,"Monro, Gordon",,,Germany,2000,,In-phase corrections for Ambisonics,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,"Morales, Roberto; Morales, Eduardo; Sucar, Luis Enrique",,,Germany,2000,,Integrating Bayesian Networks with Logic Programs for Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,"Natkin, Stéphane",,,Germany,2000,,Mapping a Virtual Sound Space into a Real Visual Space,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,"Ng, Kia; Popat, Sita; Ong, Bee; Stefani, Ewan; Popat, Kris; Cooper, David",,,Germany,2000,,Trans-Domain Mapping: A Real-time Interactive System for Motion Acquisition and Musical Mapping,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,"Nichols, Charles",,,Germany,2000,,The vBow: A Haptic Musical Controller Human-Computer Interface,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,"O'Modhrain, M. Sile; Serafin, Stefania; Chafe, Chris; Smith III, Julius O.",,,Germany,2000,,Qualitative and Quantitive Assessment of a Virtual Bowed String Instrument,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,"O'Modhrain, M. Sile; Chafe, Chris",,,Germany,2000,,The Performer-Instrument Interaction: A Sensory Motor Perspective,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,"Okkels, Ingeborg; Conrad, Anders",,,Germany,2000,,Bricoleur and Engineer in Computer Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,"Pachet, François; Delerue, Olivier; Hanappe, Peter",,,Germany,2000,,Dynamic Audio Mixing,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,"Pachet, François",,,Germany,2000,,Rhythms as emerging structures,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,"Paradiso, Joseph A.; Hsiao, Kai-Yuh; Strickon, Joshua; Rice, Peter",,,Germany,2000,,New Sensor and Music Systems for Large Interactive Surfaces,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,"Pazel, Donald P.; Abrams, Steven; Fuhrer, Robert M.; Oppenheim, Daniel V.; Wright, James",,,Germany,2000,,A Distributed Interactive Music Application using Harmonic Constraint,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,"Peeters, Geoffroy; McAdams, Stephen; Herrera, Perfecto",,,Germany,2000,,Instrument Sound Description in the Context of MPEG-7,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,"Penrose, Christopher; Lyon, Eric",,,Germany,2000,,FFTease: a collection of spectral signal processors for Max/MSP,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,"Polotti, Pietro; Evangelista, Gianpaolo",,,Germany,2000,,Time-Spectral Modeling of Sounds by Means of Harmonic-Band Wavelets,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,"Popat, Sita; Ng, Kia; Popat, Kris; Smith-Autard, Jacqueline",,,Germany,2000,,Interactive Composition: Sharing the Creative Process on the Internet,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,"Pulkki, Ville",,,Germany,2000,,Generic panning tools for MAX/MSP,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,"Renz, Kai",,,Germany,2000,,Design and Implementation of a platform independent Guido Notation Engine,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,"Richard, Dominique M.",,,Germany,2000,,"Music as HandWerk, the middle way between Vorhandenheit and Zuhandenheit",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,"Rubin, Anna",,,Germany,2000,,Forêt profonde by Francis Dhomont - Representation of the Unconscious,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,"Schnell, Norbert; Peeters, Geoffroy; Lemouton, Serge; Manoury, Phillippe; Rodet, Xavier",,,Germany,2000,,Synthesizing a choir in real-time using Pitch Synchronous Overlap Add (PSOLA),ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,"Schoner, Bernd; Cooper, Chuck; Gershenfeld, Neil",,,Germany,2000,,Cluster-Weighted Sampling for Synthesis and Cross-Synthesis of Violin Family Instruments,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,"Schüler, Nico",,,Germany,2000,,Towards a General Methodological Classification of Computer-Assisted Music Analysis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,"Schwarz, Diemo; Wright, Matthew",,,Germany,2000,,Extensions and Applications of the SDIF Sound Description Interchange Format,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,"Serafin, Stefania; Smith III, Julius O.",,,Germany,2000,,Influence of Attack Parameters on the Playability of a Virtual Bowed String Instrument,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,"Serman, Maja; Griffith, Niall J.L.",,,Germany,2000,,Tracking Monophonic Music for Modelling Melodic Segmentation Processes,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,"Serra, Xavier",,,Germany,2000,,Musical Activities at the Audiovisual Institute of the Pompeu Fabra University,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,"Smirnov, Andrei",,,Germany,2000,,Music and Gesture: Sensor Technologies in Interactive Music and the Theremin based Space Control Systems,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2416,"Sonoda, Tomonari; Muraoka, Yoichi",,,Germany,2000,,A WWW-based Melody-Retrieval System: An Indexing Method for a Large Melody Database,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,"Suzuki, Kenji; Tabe, Keishiro; Hashimoto, Shuji",,,Germany,2000,,A Mobile Robot Platform for Music and Dance Performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418,"Takala, Tapio; Hiipakka, Jarmo; Laurson, Mikael; Vôlimôki, Vesa",,,Germany,2000,,An Expressive Synthesis Model for Bowed String Instruments,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,"Taki, Yoichiro; Suzuki, Kenji; Hashimoto, Shuji",,,Germany,2000,,Real-time Initiative Exchange Algorithm for Interactive Music System,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2420,"Thornburg, Harvey; Gouyon, Fabien",,,Germany,2000,,A Flexible Analysis-Synthesis Method for Transients,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,"Topper, David",,,Germany,2000,,SLINC 1.0: A GUI for controlling synthesis and linking instruments in RTcmix,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,"Topper, David",,,Germany,2000,,PAWN & SPAWN: Portable and Semi-Portable Audio Workstation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423,"Trueman, Dan; Bahn, Curtis; Cook, Perry R.",,,Germany,2000,,Alternative Voices for Electronic Sound: Spherical Speakers and Sensor-Speaker Arrays (SenSAs),ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,"Tsahalinas, Kostas A.",,,Germany,2000,,"""Aulos"": An RTcmix interfaced software application for modeling cylindrical pipes with tone holes, with emphasis on the simulation of the ancient Greek Auloi",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,"Vôônônen, Riitta; Huopaniemi, Jyri; Pulkki, Ville",,,Germany,2000,,Comparison of Sound Spatialization Techniques in MPEG-4 Scene Description,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2426,"Vôlimôki, Vesa; Laurson, Mikael; Erkut, Cumhur; Tolonen, Tero",,,Germany,2000,,Model-Based Synthesis of the Clavichord,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,"van Walstijn, Maarten; Scavone, Gary",,,Germany,2000,,The Wave Digital Tonehole Model,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,"Vergez, Christophe; Rodet, Xavier",,,Germany,2000,,Air Flow Related Improvements for Basic Physical Models of Brass Instruments,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,"Verplank, Bill; Mathews, Max; Shaw, Robert",,,Germany,2000,,Scanned Synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,"Wakefield, Gregory H.; Heller, Laurie M.; Carney, Laurel H.; Mellody, Maureen",,,Germany,2000,,On the Perception of Transients: Applying Psychophysical Constraints to Improve Audio Analysis and Synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,"Wakefield, Gregory H.",,,Germany,2000,,A Mathematical/Psychometric Framework for Comparing the Perceptual Response to Different Analysis-synthesis Techniques: Ground Rules For A Synthesis Bake-off,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,"Wanderley, Marcelo M.; Viollet, Jean-Philippe; Isart, Fabrice; Rodet, Xavier",,,Germany,2000,,On the Choice of Transducer Technologies for Specific Musical Functions,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2433,"Wassermann, Klaus C.; Blanchard, Mark; Bernardet, Ulysses; Manzolli, Jônatas; Verschure, Paul F.M.J.",,,Germany,2000,,Roboser - An Autonomous Interactive Musical Composition System,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,"Whalley, Ian",,,Germany,2000,,"Emotion, Theme And Structure: Enhancing Computer Music Through System Dynamics Modelling.",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2435,"Widmer, Gerhard",,,Germany,2000,,Large-scale Induction of Expressive Performance Rules: First Quantitative Results,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,"Winkler, Todd",,,Germany,2000,,Participation and Response in Movement-Sensing Installations,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,"Wright, Matthew; Chaudhary, Amar; Freed, Adrian; Khoury, Sami; Momeni, Ali; Schwarz, Diemo; Wessel, David",,,Germany,2000,,An XML-based SDIF Stream Relationships Language,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438,"Yonezawa, Tomoko; Mase, Kenji",,,Germany,2000,,Tangible Sound: Musical Instrument Using Fluid Media,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,"Young, John",,,Germany,2000,,Victoria University of Wellington Electroacoustic Music Studios,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,"Laurson, Mikael; Hiipakka, Jarmo; Erkut, Cumhur; Karjalainen, Matti; Vôlimôki, Vesa; Kuuskankare, Mika",,,China,1999,,From Expressive Notation to Model-Based Sound Synthesis: a Case Study of the Acoustic Guitar,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,"Tolonen, Tero; Erkut, Cumhur; Valimaki, Vesa; Karjalainen, Matti",,,China,1999,,Simulation of Plucked Strings Exhibiting Tension Modeling Driving Force,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442,"Zheng, Hua; Beauchamp, James W.",,,China,1999,,Analysis and Critical-Band-Based Group Wavetable Synthesis of Piano Tones,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,"Abrams, Steven; Oppenheim, Daniel V.; Pazel, Don; Wright, James",,,China,1999,,Higher-level Composition Control in Music Sketcher: Modifiers and Smart Harmony,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,"Clarke, Michael",,,China,1999,,Composing With Multi-channel Spatialisation As an Aspect of Synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445,"Laurson, Mikael",,,China,1999,,PWCollider - A Visual Composition Tool for Software Synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,"Hsaio, Kai-Yuh; Paradiso, Joseph",,,China,1999,,A New Continuous Multimodal Musical Controller Using Wireless Magnetic Tags,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,"Modler, Paul; Kirk, Ross",,,China,1999,,Evaluation of Architectures for Sound Generation Systems with Respect to Interactive Gestural Control and Realtime Performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,"Nagashima, Yoichi; Ito, Tamami Tono",,,China,1999,,"""It's SHO time"" - An Interactive Environment for SHO(Sheng) Performance",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,"Yoo, Lilit; Fujinaga, Ichiro",,,China,1999,,A Comparative Latency Study of Hardware and Software Pitch-trackers,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,"Garcia, Guillermo; Pampin, Juan",,,China,1999,,Data Compression of Sinusoidal Modeling Parameters Based on Psychoacoustic Masking,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451,"Pampin, Juan",,,China,1999,,ATS: a Lisp Environment for Spectral Modeling,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,"Daudet, Laurent; Guillemain, Philippe; Kronlan-Martinet, Richard",,,China,1999,,Resynthesis of Piano Strings Vibrations Based on Physical Modeling,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,"Nishimura, Satoshi",,,China,1999,,PIECE: A Music Language Editor Synchronized with Graphical Views,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,"Siegel, Wayne",,,China,1999,,Two Compositions for Interactive Dance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,"Liu, Shuilin; Gong, Junping",,,China,1999,,How to Produce Chinese Folk Music Using Regular MIDI Equipment,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,"Yong, Louisa",,,China,1999,,ComeXos: A Networked Sound Manipulation Primer,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,"Thornburg, Harvey",,,China,1999,,Antialiasing for Nonlinearities: Acoustic Modeling and Synthesis Applications,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458,"Yu, Ying",,,China,1999,,Sound of China: Computer Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459,"Hodes, Todd; Freed, Adrian",,,China,1999,,Second-order Recursive Oscillators for Musical Additive Synthesis Applications on SIMD and VLIW Processors,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460,"Freed, Adrian",,,China,1999,,Spectral Line Broadening with Transform Domain Additive Synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461,"Fourcade, Patrick; Mangiarotti, Sylvain; Cadoz, Claude",,,China,1999,,Generating Pitches in Transients by a Percussive Excitation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462,"Sixin, Li",,,China,1999,,The Design and Implementation of a Processing System of Qin Score (Jianzipu) QinS(1.0),ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463,"Liu, Shuilin; Gong, Junping",,,China,1999,,Voice Creation and the Chinese Folk Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464,"Trautmann, Steven; Cheung, Ngai-Man; Poletto, Christopher",,,China,1999,,Applications of the Processor Enhanced Memory Module for Music Signal Processing,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,"Berry, Rodney",,,China,1999,,Feeping Creatures,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466,"Kreger, Tim",,,China,1999,,Creating Three-Dimensional Computer Animations Using Spectral Data and OpenGL,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467,"Landy, Leigh",,,China,1999,,"Heightening Access and Cohesion within the Worlds of Electroacoustic Music: The Promotion of Triangulation in Creativity, Development and Scholarship",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,"Iovino, Francisco; Schnell, Norbert; Lartillot, Olivier",,,China,1999,,Modalys in jMax: Real-time Modal-synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469,"Hikichi, Takafumi; Osaka, Naotoshi",,,China,1999,,An Approach to Sound Morphing based on Physical Modeling,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
